Title,Average Rating,Director,Metascore
The Quiet Girl,7.7,Colm Bairéad,89.0
Good Bye Lenin!,7.7,Wolfgang Becker,68.0
Madeo,7.7,Bong Joon Ho,79.0
Scarface,7.7,"Howard Hawks, Richard Rosson",90.0
Ajeossi,7.7,Lee Jeong-beom,
Purple Noon,7.7,René Clément,
Sam Bahadur,7.7,Meghna Gulzar,
Nebraska,7.7,Alexander Payne,86.0
Fantasia,7.7,"James Algar, Samuel Armstrong, Ford Beebe Jr.",96.0
Abre Los Ojos,7.7,Alejandro Amenábar,
Beasts of No Nation,7.7,Cary Joji Fukunaga,79.0
The Music Man,7.7,Morton DaCosta,76.0
Hedwig and the Angry Inch,7.7,John Cameron Mitchell,85.0
Breathless,7.7,Jean-Luc Godard,
Kurenai No Buta,7.7,Hayao Miyazaki,83.0
Night on Earth,7.7,Jim Jarmusch,68.0
Kokuhaku,7.7,Tetsuya Nakashima,
Breaking Away,7.7,Peter Yates,91.0
The Eight Mountains,7.7,"Felix van Groeningen, Charlotte Vandermeersch",78.0
"What's Up, Doc?",7.7,Peter Bogdanovich,73.0
Zulu,7.7,Cy Endfield,77.0
Cape Fear,7.7,J. Lee Thompson,76.0
Me and Earl and the Dying Girl,7.7,Alfonso Gomez-Rejon,74.0
Invasion of the Body Snatchers,7.7,Don Siegel,92.0
Yume,7.7,"Akira Kurosawa, Ishirô Honda",
The African Queen,7.7,John Huston,91.0
Waking Life,7.7,Richard Linklater,85.0
Doragon bôru chô: Burorî,7.7,Tatsuya Nagamine,59.0
Perfetti Sconosciuti,7.7,Paolo Genovese,
Diarios De Motocicleta,7.7,Walter Salles,75.0
The Turin Horse,7.7,"Béla Tarr, Ágnes Hranitzky",80.0
3 Women,7.7,Robert Altman,82.0
The Killers,7.7,Robert Siodmak,
When the Wind Blows,7.7,Jimmy T. Murakami,
The Double Life of Véronique,7.7,Krzysztof Kieslowski,86.0
Lat sau san taam,7.7,John Woo,
Elmer Gantry,7.7,Richard Brooks,
The Cure,7.7,Peter Horton,
Blazing Guns on the Chisholm Trail,7.7,"Howard Hawks, Arthur Rosson",96.0
Happy Together,7.7,Kar-Wai Wong,70.0
The Lady Vanishes,7.7,Alfred Hitchcock,98.0
The Killer,7.7,John Woo,82.0
Key Largo,7.7,John Huston,
The Man Who Would Be King,7.7,John Huston,91.0
Taste of Cherry,7.7,Abbas Kiarostami,80.0
Ondskan,7.7,Mikael Håfström,61.0
The Innocents,7.7,Jack Clayton,88.0
Marty,7.7,Delbert Mann,82.0
The Joy Luck Club,7.7,Wayne Wang,84.0
Das Experiment,7.7,Oliver Hirschbiegel,59.0
The Breadwinner,7.7,Nora Twomey,78.0
Mutiny of Caine,7.7,Edward Dmytryk,63.0
The Salesman,7.7,Asghar Farhadi,85.0
Wait Until Dark,7.7,Terence Young,81.0
A Place in the Sun,7.7,George Stevens,76.0
Il grande silenzio,7.7,Sergio Corbucci,
Laila Majnu,7.7,Sajid Ali,
In America,7.7,Jim Sheridan,76.0
Splendor in the Grass,7.7,Elia Kazan,74.0
Adam's Apples,7.7,Anders Thomas Jensen,51.0
The Women,7.7,George Cukor,
My Darling Clementine,7.7,John Ford,
Two Women,7.7,Vittorio De Sica,
How Green Was My Valley,7.7,John Ford,88.0
Badla,7.7,Sujoy Ghosh,
Advise & Consent,7.7,Otto Preminger,
Tuntematon sotilas,7.7,Aku Louhimies,
Sergeant York,7.7,Howard Hawks,
Joint Security Area,7.7,Park Chan-wook,58.0
Pandora's Box,7.7,Georg Wilhelm Pabst,
The Awful Truth,7.7,Leo McCarey,87.0
Les triplettes de Belleville,7.7,Sylvain Chomet,91.0
The Lady Eve,7.7,Preston Sturges,96.0
Jigeum Mannareo Gabmida,7.7,Jang-Hoon Lee,
L'avventura,7.7,Michelangelo Antonioni,
Raazi,7.7,Meghna Gulzar,
Twelve O'Clock High,7.7,Henry King,
The Girl Who Leapt Through Time,7.7,Mamoru Hosoda,66.0
Duck Soup,7.7,Leo McCarey,93.0
Gold Diggers of 1933,7.7,Mervyn LeRoy,
Bad Day at Black Rock,7.7,John Sturges,
Missing,7.7,Costa-Gavras,78.0
L'Eclisse,7.7,Michelangelo Antonioni,
Scarlet Street,7.7,Fritz Lang,
Der blaue Engel,7.7,Josef von Sternberg,90.0
Efter brylluppet,7.7,Susanne Bier,78.0
Navalny,7.7,Daniel Roher,82.0
Iratta,7.7,Rohit M.G. Krishnan,
The Young Girls of Rochefort,7.7,Jacques Demy,
The Plague Dogs,7.7,Martin Rosen,
Auf der anderen Seite,7.7,Fatih Akin,85.0
Jules et Jim,7.7,François Truffaut,97.0
The Purple Rose of Cairo,7.7,Woody Allen,75.0
Fireworks,7.7,Takeshi Kitano,83.0
Eega,7.7,S.S. Rajamouli,
The Past,7.7,Asghar Farhadi,85.0
Kader,7.7,Zeki Demirkubuz,
Tystnaden,7.7,Ingmar Bergman,
Corpus Christi,7.7,Jan Komasa,77.0
Nightmare Alley,7.7,Edmund Goulding,75.0
The Deepest Breath,7.7,Laura McGann,69.0
A Vida Invisível,7.7,Karim Aïnouz,81.0
Balthazar,7.7,Robert Bresson,98.0
Die Ehe der Maria Braun,7.7,Rainer Werner Fassbinder,
The Mother and the Whore,7.7,Jean Eustache,89.0
Captain Blood,7.7,Michael Curtiz,89.0
Olympia 1. Teil - Fest der Völker,7.7,Leni Riefenstahl,
Ball of Fire,7.7,Howard Hawks,78.0
The Bear,7.7,Jean-Jacques Annaud,60.0
Intolerance,7.7,D.W. Griffith,99.0
Pygmalion,7.7,"Anthony Asquith, Leslie Howard",
The Gunfighter,7.7,Henry King,94.0
Mon oncle,7.7,Jacques Tati,84.0
Last Breath,7.7,"Richard da Costa, Alex Parkinson",
Yabu no naka no kuroneko,7.7,Kaneto Shindô,
Top Hat,7.7,Mark Sandrich,93.0
Swatantra Veer Savarkar,7.7,Randeep Hooda,
Zire darakhatan zeyton,7.7,Abbas Kiarostami,
Meru,7.7,"Jimmy Chin, Elizabeth Chai Vasarhelyi",77.0
Stage Door,7.7,Gregory La Cava,
Mr. India,7.7,Shekhar Kapur,
Hobson's Choice,7.7,David Lean,
Titicut Follies,7.7,Frederick Wiseman,
Ashes and Diamonds,7.7,Andrzej Wajda,
14 Peaks: Nothing Is Impossible,7.7,Torquil Jones,68.0
Mephisto,7.7,István Szabó,
Berserk: Ougon jidai-hen II - Dorudorei koryaku,7.7,Toshiyuki Kubooka,
Di jiu tianchang,7.7,Xiaoshuai Wang,88.0
Boruto: Naruto the Movie,7.7,"Hiroyuki Yamashita, Toshiyuki Tsuru",
Man on Wire,7.7,James Marsh,89.0
Roadrunner: A Film About Anthony Bourdain,7.7,Morgan Neville,78.0
Kikujiro,7.7,Takeshi Kitano,44.0
Israelism,7.7,"Erin Axelman, Sam Eilertsen",
Bara no sôretsu,7.7,Toshio Matsumoto,
A Letter to Three Wives,7.7,Joseph L. Mankiewicz,
The Unknown,7.7,Tod Browning,
Sans soleil,7.7,Chris Marker,
Mind Game,7.7,"Masaaki Yuasa, Kôji Morimoto",66.0
Zero Days,7.7,Alex Gibney,77.0
F for Fake,7.7,"Orson Welles, Gary Graver, Oja Kodar",87.0
Przypadek,7.7,Krzysztof Kieslowski,
La historia oficial,7.7,Luis Puenzo,
Stranger: Mukô Hadan,7.7,Masahiro Andô,
Vengeance Is Mine,7.7,Shôhei Imamura,85.0
Vicky Donor,7.7,Shoojit Sircar,
Waterloo Road,7.7,Mervyn LeRoy,73.0
Udta Punjab,7.7,Abhishek Chaubey,
The Classic,7.7,Jae-young Kwak,
Jeder für sich und Gott gegen alle,7.7,Werner Herzog,
Victim,7.7,Basil Dearden,85.0
The Central Park Five,7.7,"Ken Burns, Sarah Burns, David McMahon",79.0
Billie Eilish: The World's a Little Blurry,7.7,R.J. Cutler,70.0
Le doulos,7.7,Jean-Pierre Melville,
Kapoor & Sons,7.7,Shakun Batra,
L'Atalante,7.7,Jean Vigo,
Seven Beauties,7.7,Lina Wertmüller,
Pelle erobreren,7.7,Bille August,
Ice Cold in Alex,7.7,J. Lee Thompson,
Water,7.7,Deepa Mehta,77.0
Kozure Ôkami: Ko wo kashi ude kashi tsukamatsuru,7.7,Kenji Misumi,
City of Life and Death,7.7,Chuan Lu,85.0
Stroszek,7.7,Werner Herzog,
Cocaine Cowboys,7.7,Billy Corben,59.0
The Thief of Bagdad,7.7,Raoul Walsh,
One Piece Film Z,7.7,Tatsuya Nagamine,
Crip Camp,7.7,"James Lebrecht, Nicole Newnham",86.0
Active Measures,7.7,Jack Bryan,68.0
Kings of the Road,7.7,Wim Wenders,
Sibirskiy tsiryulnik,7.7,Nikita Mikhalkov,
Diego Maradona,7.7,Asif Kapadia,78.0
Punishment Park,7.7,Peter Watkins,
Pépé le Moko,7.7,Julien Duvivier,98.0
Encounters at the End of the World,7.7,Werner Herzog,80.0
Touchez pas au grisbi,7.7,Jacques Becker,85.0
Operation Odessa,7.7,Tiller Russell,
Sir,7.7,Rohena Gera,
État de siège,7.7,Costa-Gavras,
Le jour se lève,7.7,Marcel Carné,
Guru,7.7,Mani Ratnam,70.0
Journal d'un curé de campagne,7.7,Robert Bresson,
Oye Lucky! Lucky Oye!,7.7,Dibakar Banerjee,
Inside I'm Dancing,7.7,Damien O'Donnell,59.0
Always,7.7,Song Il-gon,
Karakter,7.7,Mike van Diem,
Dear Frankie,7.7,Shona Auerbach,63.0
Le quai des brumes,7.7,Marcel Carné,
Johnny Belinda,7.7,Jean Negulesco,
McQueen,7.7,"Ian Bonhôte, Peter Ettedgui",84.0
Geetha Govindam,7.7,Parasuram,
Otac na sluzbenom putu,7.7,Emir Kusturica,
Mouchette,7.7,Robert Bresson,
Dodsworth,7.7,William Wyler,
Beastie Boys Story,7.7,Spike Jonze,74.0
Jaya Jaya Jaya Jaya Hei,7.7,Vipin Das,
Machuca,7.7,Andrés Wood,76.0
Kolja,7.7,Jan Sverák,
The Hidden Blade,7.7,Yôji Yamada,76.0
Shall We Dance?,7.7,Masayuki Suô,66.0
The Mortal Storm,7.7,Frank Borzage,
Fed Up,7.7,Stephanie Soechtig,71.0
Smiles of a Summer Night,7.7,Ingmar Bergman,
Bang Bang You're Dead,7.7,Guy Ferland,
Magadheera,7.7,S.S. Rajamouli,
Les glaneurs et la glaneuse,7.7,Agnès Varda,86.0
The Terrorizers,7.7,Edward Yang,
Quai des Orfèvres,7.7,Henri-Georges Clouzot,89.0
The Barkley Marathons: The Race That Eats Its Young,7.7,"Annika Iltis, Timothy James Kane",67.0
Happy People: A Year in the Taiga,7.7,"Werner Herzog, Dmitry Vasyukov",74.0
Ivan Groznyy,7.7,Sergei Eisenstein,
Finding Vivian Maier,7.7,"John Maloof, Charlie Siskel",75.0
El Norte,7.7,Gregory Nava,75.0
The Road Home,7.7,Yimou Zhang,71.0
Byeon-ho-in,7.7,Woo-seok Yang,55.0
Itirazim Var,7.7,Onur Ünlü,
Sen Aydinlatirsin Geceyi,7.7,Onur Ünlü,
L'armata Brancaleone,7.7,Mario Monicelli,
Dig!,7.7,Ondi Timoner,76.0
Down and Dirty,7.7,Ettore Scola,
Nerkonda Paarvai,7.7,H. Vinoth,
Le roi et l'oiseau,7.7,Paul Grimault,87.0
Virus,7.7,Aashiq Abu,
Nazarín,7.7,Luis Buñuel,
Forks Over Knives,7.7,Lee Fulkerson,57.0
Bicho de Sete Cabeças,7.7,Laís Bodanzky,
The Pixar Story,7.7,Leslie Iwerks,
Avane Srimannarayana,7.7,"Sachin Ravi, Sachin",
The True Cost,7.7,Andrew Morgan,46.0
Rock On!!,7.7,Abhishek Kapoor,
La promesse,7.7,"Jean-Pierre Dardenne, Luc Dardenne",82.0
Ohm Shanthi Oshaana,7.7,Jude Anthany Joseph,
Sonbahar,7.7,Özcan Alper,
Dark Days,7.7,Marc Singer,75.0
Njan Prakashan,7.7,Sathyan Anthikad,
Mumbai Meri Jaan,7.7,Nishikant Kamat,
Contracorriente,7.7,Javier Fuentes-León,76.0
Good Night,7.7,Vinayak Chandrasekaran,
Zamani baray-e masti-e asbha,7.7,Bahman Ghobadi,78.0
Die Feuerzangenbowle,7.7,Helmut Weiss,
California Dreamin' (Nesfarsit),7.7,Cristian Nemescu,
Murderball,7.7,"Henry Alex Rubin, Dana Adam Shapiro",87.0
Der Tunnel,7.7,Roland Suso Richter,72.0
Yüregine Sor,7.7,Yusuf Kurçenli,
Océans,7.7,"Jacques Perrin, Jacques Cluzaud",75.0
Chaar Sahibzaade,7.7,Harry Baweja,
Anatolian Smile,7.7,Elia Kazan,72.0
Tre uomini e una gamba,7.7,"Aldo Baglio, Giacomo Poretti, Giovanni Storti",
Dhruva,7.7,Surender Reddy,
The Cuckoo,7.7,Aleksandr Rogozhkin,69.0
Undefeated,7.7,"Daniel Lindsay, T.J. Martin",71.0
Checkmate,7.7,"Akriti Bajpai, Harsh Beniwal",
Ghayal,7.7,Rajkumar Santoshi,
Yi ge dou bu neng shao,7.7,Yimou Zhang,73.0
Beloe solntse pustyni,7.7,Vladimir Motyl,
Yume to kyôki no ôkoku,7.7,Mami Sunada,75.0
Don,7.7,Chandra Barot,
Les tontons flingueurs,7.7,Georges Lautner,
Bure baruta,7.7,Goran Paskaljevic,
Gett,7.7,"Ronit Elkabetz, Shlomi Elkabetz",90.0
Raincoat,7.7,Rituparno Ghosh,
The Tillman Story,7.7,Amir Bar-Lev,86.0
Bellissima,7.7,Luchino Visconti,
Üvegtigris,7.7,"Iván Kapitány, Péter Rudolf",
Sunny,7.7,Kang Hyoung-chul,
Mankatha,7.7,Venkat Prabhu,
Krugovi,7.7,Srdan Golubovic,
Samsara,7.7,Pan Nalin,
Chasing Ice,7.7,Jeff Orlowski-Yang,75.0
Debi,7.7,Anam Biswas,
Karpuz Kabugundan Gemiler Yapmak,7.7,Ahmet Uluçay,
Chengiz,7.7,Rajesh Ganguly,
Hawa,7.7,Mejbaur Rahman Sumon,
Collapse,7.7,Chris Smith,71.0
The Way Home,7.7,Jeong-hyang Lee,63.0
Üç Kagitçi,7.7,Natuk Baytan,
Control Room,7.7,Jehane Noujaim,79.0
American: The Bill Hicks Story,7.7,"Matt Harlock, Paul Thomas",55.0
Conclave,7.5,Edward Berger,79.0
Transformers One,7.6,Josh Cooley,64.0
Once Upon a Time... In Hollywood,7.6,Quentin Tarantino,84.0
Love Actually,7.6,Richard Curtis,55.0
Inside Out 2,7.6,Kelsey Mann,73.0
Moana,7.6,"Ron Clements, John Musker, Don Hall",81.0
Aftersun,7.6,Charlotte Wells,95.0
Deadpool 2,7.6,David Leitch,66.0
All of Us Strangers,7.6,Andrew Haigh,90.0
The Whale,7.6,Darren Aronofsky,60.0
Kneecap,7.6,Rich Peppiatt,76.0
American Psycho,7.6,Mary Harron,64.0
Killers of the Flower Moon,7.6,Martin Scorsese,89.0
"Planes, Trains & Automobiles",7.6,John Hughes,72.0
300,7.6,Zack Snyder,52.0
John Wick: Chapter 4,7.6,Chad Stahelski,78.0
The Fifth Element,7.6,Luc Besson,52.0
Close Encounters of the Third Kind,7.6,Steven Spielberg,90.0
Dazed and Confused,7.6,Richard Linklater,82.0
Harry Potter and the Half-Blood Prince,7.6,David Yates,78.0
Watchmen,7.6,Zack Snyder,56.0
Traffic,7.6,Steven Soderbergh,86.0
The Iron Claw,7.6,Sean Durkin,73.0
Superbad,7.6,Greg Mottola,76.0
The Godfather Part III,7.6,Francis Ford Coppola,60.0
Gifted,7.6,Marc Webb,60.0
White Christmas,7.6,Michael Curtiz,56.0
The Reader,7.6,Stephen Daldry,58.0
Hell or High Water,7.6,David Mackenzie,88.0
Sound of Freedom,7.6,Alejandro Monteverde,36.0
The Butterfly Effect,7.6,"Eric Bress, J. Mackye Gruber",30.0
Falling Down,7.6,Joel Schumacher,56.0
The Florida Project,7.6,Sean Baker,92.0
Fury,7.6,David Ayer,64.0
Scott Pilgrim vs. The World,7.6,Edgar Wright,69.0
Office Space,7.6,Mike Judge,68.0
The Last of the Mohicans,7.6,Michael Mann,76.0
My Cousin Vinny,7.6,Jonathan Lynn,68.0
Moneyball,7.6,Bennett Miller,87.0
Saw,7.6,James Wan,46.0
Kick-Ass,7.6,Matthew Vaughn,66.0
Stardust,7.6,Matthew Vaughn,66.0
Young Woman and the Sea,7.6,Joachim Rønning,62.0
Train to Busan,7.6,Yeon Sang-ho,73.0
Midnight in Paris,7.6,Woody Allen,81.0
3:10 to Yuma,7.6,James Mangold,76.0
Minority Report,7.6,Steven Spielberg,80.0
Kill,7.6,Nikhil Nagesh Bhat,74.0
Star Wars: Episode III - Revenge of the Sith,7.6,George Lucas,68.0
The Fly,7.6,David Cronenberg,81.0
Sherlock Holmes,7.6,Guy Ritchie,57.0
What We Do in the Shadows,7.6,"Jemaine Clement, Taika Waititi",76.0
Kung Fu Panda,7.6,"Mark Osborne, John Stevenson",74.0
Die Hard with a Vengeance,7.6,John McTiernan,58.0
La Piel Que Habito,7.6,Pedro Almodóvar,70.0
Moulin Rouge!,7.6,Baz Luhrmann,66.0
The Others,7.6,Alejandro Amenábar,74.0
The Machinist,7.6,Brad Anderson,61.0
A Star Is Born,7.6,Bradley Cooper,88.0
The Peanut Butter Falcon,7.6,"Tyler Nilson, Michael Schwartz",70.0
The Thin Red Line,7.6,Terrence Malick,78.0
I Am Sam,7.6,Jessie Nelson,28.0
RoboCop,7.6,Paul Verhoeven,70.0
Mysterious Skin,7.6,Gregg Araki,74.0
Gone Baby Gone,7.6,Ben Affleck,72.0
True Grit,7.6,"Ethan Coen, Joel Coen",80.0
Despicable Me,7.6,"Pierre Coffin, Chris Renaud",72.0
Thelma & Louise,7.6,Ridley Scott,89.0
Inside Man,7.6,Spike Lee,76.0
The Little Mermaid,7.6,"Ron Clements, John Musker",88.0
Guardians of the Galaxy Vol. 2,7.6,James Gunn,67.0
Dark City,7.6,Alex Proyas,66.0
The Commitments,7.6,Alan Parker,73.0
Bridge of Spies,7.6,Steven Spielberg,81.0
Dark Waters,7.6,Todd Haynes,73.0
The Naked Gun: From the Files of Police Squad!,7.6,David Zucker,76.0
The Birds,7.6,Alfred Hitchcock,90.0
Lost Highway,7.6,David Lynch,53.0
Breakfast at Tiffany's,7.6,Blake Edwards,77.0
Creed,7.6,Ryan Coogler,82.0
Eastern Promises,7.6,David Cronenberg,83.0
Lethal Weapon,7.6,Richard Donner,68.0
After Hours,7.6,Martin Scorsese,89.0
The Blind Side,7.6,John Lee Hancock,53.0
Toy Story 4,7.6,Josh Cooley,84.0
Lord of War,7.6,Andrew Niccol,62.0
Snow White and the Seven Dwarfs,7.6,"William Cottrell, David Hand, Wilfred Jackson",96.0
The Jungle Book,7.6,Wolfgang Reitherman,65.0
The Road Warrior,7.6,George Miller,77.0
The Boondock Saints,7.6,Troy Duffy,44.0
West Side Story,7.6,"Jerome Robbins, Robert Wise",86.0
Romeo and Juliet,7.6,Franco Zeffirelli,69.0
The Art of Racing in the Rain,7.6,Simon Curtis,43.0
Serbuan Maut,7.6,Gareth Evans,73.0
End of Watch,7.6,David Ayer,68.0
Pushpa: The Rise-Part 1,7.6,Sukumar,
Match Point,7.6,Woody Allen,72.0
Guillermo Del Toro's Pinocchio,7.6,"Guillermo del Toro, Mark Gustafson",79.0
Rise of the Planet of the Apes,7.6,Rupert Wyatt,68.0
Rushmore,7.6,Wes Anderson,87.0
Only the Brave,7.6,Joseph Kosinski,72.0
Dawn of the Planet of the Apes,7.6,Matt Reeves,79.0
The Royal Tenenbaums,7.6,Wes Anderson,76.0
Ponyo,7.6,Hayao Miyazaki,86.0
The Hurricane,7.6,Norman Jewison,74.0
Connected,7.6,"Michael Rianda, Jeff Rowe",81.0
Just Mercy,7.6,Destin Daniel Cretton,68.0
Suzume,7.6,Makoto Shinkai,77.0
Watership Down,7.6,"Martin Rosen, John Hubley",64.0
Enter the Dragon,7.6,Robert Clouse,83.0
God's Own Country,7.6,Francis Lee,85.0
Maudie,7.6,Aisling Walsh,65.0
From Here to Eternity,7.6,Fred Zinnemann,85.0
Maurice,7.6,James Ivory,75.0
Searching,7.6,Aneesh Chaganty,71.0
Robot Dreams,7.6,Pablo Berger,87.0
Gettysburg,7.6,Ron Maxwell,
Escape from Alcatraz,7.6,Don Siegel,76.0
Gilida,7.6,Charles Vidor,
It Happened on Fifth Avenue,7.6,Roy Del Ruth,66.0
Freedom Writers,7.6,Richard LaGravenese,64.0
Barton Fink,7.6,"Joel Coen, Ethan Coen",69.0
The Last King of Scotland,7.6,Kevin Macdonald,74.0
Jeremiah Johnson,7.6,Sydney Pollack,75.0
Belle De Jour,7.6,Luis Buñuel,
Run Lola Run,7.6,Tom Tykwer,79.0
A Little Princess,7.6,Alfonso Cuarón,83.0
Kelly's Heroes,7.6,Brian G. Hutton,50.0
50/50,7.6,Jonathan Levine,72.0
1900,7.6,Bernardo Bertolucci,70.0
Sacrifice,7.6,Clint Eastwood,69.0
Karigurashi No Arietty,7.6,Hiromasa Yonebayashi,80.0
Peeping Tom,7.6,Michael Powell,
Seven Pounds,7.6,Gabriele Muccino,36.0
Where Eagles Dare,7.6,Brian G. Hutton,63.0
Io Capitano,7.6,Matteo Garrone,79.0
21 Grams,7.6,Alejandro G. Iñárritu,70.0
Rebel Without a Cause,7.6,Nicholas Ray,89.0
El Cuerpo,7.6,Oriol Paulo,
Star Trek: First Contact,7.6,Jonathan Frakes,70.0
Philomena,7.6,Stephen Frears,77.0
The Boy Who Harnessed the Wind,7.6,Chiwetel Ejiofor,68.0
Hotel Mumbai,7.6,Anthony Maras,62.0
Giant,7.6,George Stevens,84.0
Walkabout,7.6,Nicolas Roeg,85.0
Sabrina,7.6,Billy Wilder,72.0
Fistful of Dynamite,7.6,Sergio Leone,77.0
The Peasants,7.6,"DK Welchman, Hugh Welchman",61.0
The Kite Runner,7.6,Marc Forster,61.0
The Two Popes,7.6,Fernando Meirelles,75.0
Joyeux Noel,7.6,Christian Carion,70.0
Shane,7.6,George Stevens,85.0
Les yeux sans visage,7.6,Georges Franju,90.0
Nashville,7.6,Robert Altman,96.0
The Bishop's Wife,7.6,Henry Koster,73.0
The Taking of Pelham One Two Three,7.6,Joseph Sargent,68.0
The Muppets,7.6,James Frawley,74.0
The Long Good Friday,7.6,John Mackenzie,82.0
A Very Long Engagement,7.6,Jean-Pierre Jeunet,76.0
Short Cuts,7.6,Robert Altman,81.0
Victoria,7.6,Sebastian Schipper,77.0
Shelter,7.6,Jonah Markowitz,66.0
On Golden Pond,7.6,Mark Rydell,68.0
The Station Agent,7.6,Tom McCarthy,81.0
Repulsion,7.6,Roman Polanski,91.0
Seconds,7.6,John Frankenheimer,71.0
The Shootist,7.6,Don Siegel,77.0
The Return,7.6,Pedro Almodóvar,84.0
Vampire Hunter D: Bloodlust,7.6,Yoshiaki Kawajiri,62.0
The Little Prince,7.6,Mark Osborne,70.0
Weekend,7.6,Andrew Haigh,81.0
25th Hour,7.6,Spike Lee,69.0
Leave Her to Heaven,7.6,John M. Stahl,
United 93,7.6,Paul Greengrass,90.0
The Wave,7.6,Dennis Gansel,
The Social Dilemma,7.6,Jeff Orlowski-Yang,78.0
Vera Drake,7.6,Mike Leigh,83.0
Häxan: Witchcraft Through the Ages,7.6,Benjamin Christensen,
Frost/Nixon,7.6,Ron Howard,80.0
The Prime of Miss Jean Brodie,7.6,Ronald Neame,
Kamera Wo Tomeruna!,7.6,Shin'ichirô Ueda,86.0
Only Angels Have Wings,7.6,Howard Hawks,86.0
Winchester '73,7.6,Anthony Mann,83.0
Nran Guyne,7.6,Sergei Parajanov,
Control,7.6,Anton Corbijn,78.0
Mustang,7.6,Deniz Gamze Ergüven,83.0
Three Colors: White,7.6,Krzysztof Kieslowski,91.0
Shine,7.6,Scott Hicks,87.0
McCabe & Mrs. Miller,7.6,Robert Altman,93.0
The Taming of the Scoundrel,7.6,"Franco Castellano, Giuseppe Moccia",
The Odd Couple,7.6,Gene Saks,86.0
3:10 to Yuma,7.6,Delmer Daves,80.0
"To Sir, with Love",7.6,James Clavell,55.0
When Marnie Was There,7.6,Hiromasa Yonebayashi,72.0
The Narrow Margin,7.6,"Richard Fleischer, William Cameron Menzies",
少年的你,7.6,Derek Tsang,83.0
Leviafan,7.6,Andrey Zvyagintsev,92.0
Boy A,7.6,John Crowley,75.0
The Swimmer,7.6,"Frank Perry, Sydney Pollack",
Empty Running,7.6,Sidney Lumet,67.0
Victor/Victoria,7.6,Blake Edwards,84.0
The 39 Steps,7.6,Alfred Hitchcock,93.0
Three Identical Strangers,7.6,Tim Wardle,81.0
Conte d'été,7.6,Éric Rohmer,91.0
Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,7.6,Haruo Sotozaki,
"Argentina, 1985",7.6,Santiago Mitre,78.0
October,7.6,Shoojit Sircar,
Portrait of Jennie,7.6,William Dieterle,
Lifeboat,7.6,Alfred Hitchcock,78.0
The Invisible Man,7.6,James Whale,87.0
Le procès,7.6,Orson Welles,
Mass,7.6,Fran Kranz,81.0
"Oslo, August 31st",7.6,Joachim Trier,84.0
The Ladykillers,7.6,Alexander Mackendrick,91.0
Huo Yuan Jia,7.6,Ronny Yu,70.0
We Will Dance Again,7.6,Yariv Mozer,
Sorry We Missed You,7.6,Ken Loach,82.0
Scum,7.6,Alan Clarke,78.0
Joyland,7.6,Saim Sadiq,82.0
Tell Me Who I Am,7.6,Ed Perkins,69.0
Mr. Church,7.6,Bruce Beresford,37.0
Bad Genius,7.6,Baz Poonpiriya,
Omohide Poro Poro,7.6,Isao Takahata,90.0
The Big Clock,7.6,John Farrow,
Odd Man Out,7.6,Carol Reed,87.0
Lost Horizon,7.6,Frank Capra,
The Night of the Iguana,7.6,John Huston,
Down by Law,7.6,Jim Jarmusch,75.0
Beautiful Thing,7.6,Hettie Macdonald,
Bloody Sunday,7.6,Paul Greengrass,90.0
Tri orísky pro Popelku,7.6,Václav Vorlícek,
Soldier of Orange,7.6,Paul Verhoeven,
Last Year at Marienbad,7.6,Alain Resnais,
Zorba the Greek,7.6,Michael Cacoyannis,
Gun Crazy,7.6,Joseph H. Lewis,74.0
Mitt liv som hund,7.6,Lasse Hallström,82.0
Wake in Fright,7.6,Ted Kotcheff,85.0
The Castle,7.6,Rob Sitch,
Cell 211,7.6,Daniel Monzón,
Pickup on South Street,7.6,Samuel Fuller,
The Visitor,7.6,Tom McCarthy,79.0
Johnny Guitar,7.6,Nicholas Ray,83.0
The Public Enemy,7.6,William A. Wellman,80.0
Dr. Jekyll and Mr. Hyde,7.6,Rouben Mamoulian,
All That Heaven Allows,7.6,Douglas Sirk,78.0
Nelyubov,7.6,Andrey Zvyagintsev,86.0
Lonely Are the Brave,7.6,David Miller,
Mrs. Miniver,7.6,William Wyler,
Capturing the Friedmans,7.6,Andrew Jarecki,90.0
Destry Rides Again,7.6,George Marshall,81.0
El infierno,7.6,Luis Estrada,
The Pawnbroker,7.6,Sidney Lumet,69.0
Sanju,7.6,Rajkumar Hirani,
Hævnen,7.6,Susanne Bier,65.0
Il Violino Rosso,7.6,François Girard,57.0
Shurayukihime,7.6,Toshiya Fujita,80.0
Sans toit ni loi,7.6,Agnès Varda,
Remember the Night,7.6,Mitchell Leisen,78.0
Meet John Doe,7.6,Frank Capra,63.0
Shiddat,7.6,Kunal Deshmukh,
Fire of Love,7.6,Sara Dosa,84.0
The Woman in the Window,7.6,Fritz Lang,
1776,7.6,Peter H. Hunt,
The Magnificent Ambersons,7.6,"Orson Welles, Fred Fleck, Robert Wise",93.0
"Josee, the Tiger and the Fish",7.6,Kôtarô Tamura,
Carandiru,7.6,Hector Babenco,71.0
The Man Who Laughs,7.6,Paul Leni,
Shao Lin san shi liu fang,7.6,Chia-Liang Liu,
The Incredible Shrinking Man,7.6,Jack Arnold,73.0
