job_title,work_year,salary_in_usd,company_location,company_size
Machine Learning Engineer,2023,199200,US,M
Applied Scientist,2023,199200,US,M
Machine Learning Engineer,2023,199200,GB,M
Machine Learning Engineer,2023,199200,GB,M
Machine Learning Engineer,2023,199200,GB,M
Data Product Manager,2024,199100,US,M
Data Engineer,2023,199098,US,M
Data Scientist,2023,199098,US,M
Data Scientist,2024,199000,US,M
Data Engineer,2023,199000,US,M
Data Scientist,2023,199000,US,M
Data Engineer,2023,199000,US,M
Data Engineer,2023,199000,GB,M
ML Engineer,2023,199000,US,M
MLOps Engineer,2023,199000,US,M
Machine Learning Engineer,2023,199000,FR,M
ML Engineer,2023,199000,US,M
Machine Learning Engineer,2023,199000,US,M
Data Scientist,2023,199000,US,M
Machine Learning Engineer,2023,199000,US,M
Data Manager,2023,199000,US,M
Data Engineer,2023,199000,US,M
Data Engineer,2024,198900,US,M
Data Engineer,2023,198900,US,M
Data Scientist,2024,198800,US,M
Data Scientist,2023,198800,US,M
Data Science Practitioner,2023,198800,US,M
Data Science Practitioner,2023,198800,US,M
Research Scientist,2023,198800,US,M
Research Scientist,2023,198800,US,M
Data Manager,2023,198800,US,M
Data Engineer,2022,198800,US,M
Data Scientist,2022,198800,US,M
AI Architect,2024,198650,US,M
Data Scientist,2022,198440,US,L
Data Scientist,2022,198440,US,M
Data Scientist,2022,198440,US,M
Data Scientist,2022,198440,US,L
Data Engineer,2024,198433,US,M
Data Scientist,2023,198300,US,M
Business Intelligence Analyst,2024,198200,US,M
Business Intelligence Analyst,2023,198200,US,M
Data Scientist,2023,198200,US,M
Business Intelligence Analyst,2023,198200,US,M
Data Science Manager,2023,198200,US,M
Machine Learning Engineer,2023,198200,US,M
Machine Learning Engineer,2023,198200,US,M
Data Scientist,2023,198200,US,M
Data Scientist,2023,198200,US,M
ML Engineer,2023,198200,US,M
Machine Learning Engineer,2023,198200,US,M
Data Scientist,2023,198200,US,M
Data Scientist,2023,198200,US,M
Data Science Manager,2023,198200,US,M
Data Scientist,2023,198200,US,M
Data Scientist,2023,198200,US,M
Data Scientist,2022,198200,US,M
Data Scientist,2024,198000,US,M
Data Engineer,2024,198000,US,M
Robotics Software Engineer,2024,198000,US,M
Data Engineer,2024,198000,US,M
Research Analyst,2024,198000,US,M
Data Engineer,2024,198000,US,M
Data Scientist,2024,198000,US,M
Data Scientist,2024,198000,US,M
Data Science,2024,198000,US,M
Machine Learning Engineer,2024,198000,US,M
ML Ops Engineer,2024,198000,US,M
Data Engineer,2024,198000,US,M
Machine Learning Engineer,2024,198000,US,M
Data Product Manager,2023,198000,US,M
Data Architect,2023,198000,US,M
Machine Learning Engineer,2023,198000,US,M
Applied Scientist,2023,198000,US,M
Data Scientist,2023,198000,US,M
Data Architect,2023,198000,US,M
NLP Engineer,2022,44365,PL,S
Machine Learning Engineer,2023,197802,US,M
Data Scientist,2023,197600,US,M
AI Architect,2024,197500,US,M
Data Scientist,2023,197500,US,M
Data Scientist,2023,197500,US,M
Research Scientist,2023,197500,US,M
Data Engineer,2022,197430,US,M
Machine Learning Engineer,2023,197400,US,M
Machine Learning Engineer,2023,197400,US,M
Data Engineer,2023,197400,US,M
Data Scientist,2023,197400,US,M
Machine Learning Engineer,2023,197400,US,M
Data Analyst,2024,197100,US,M
Prompt Engineer,2024,197011,US,M
Data Scientist,2024,197000,US,M
Analytics Engineer,2024,197000,US,M
Data Engineer,2024,197000,US,M
Data Scientist,2023,197000,US,M
Data Scientist,2023,197000,CA,M
Analytics Engineer,2023,197000,US,M
BI Developer,2023,197000,US,M
Data Engineer,2022,197000,US,M
Data Engineer,2022,197000,US,M
Data Engineer,2023,196900,US,M
Data Scientist,2023,196760,US,M
Research Engineer,2024,196720,US,M
Data Engineer,2023,196685,US,M
Data Science Practitioner,2023,196500,US,M
Machine Learning Scientist,2024,196350,US,M
Machine Learning Scientist,2024,196350,US,M
Machine Learning Engineer,2024,196350,US,M
Machine Learning Engineer,2024,196350,US,M
Data Engineer,2023,196200,US,M
Applied Scientist,2024,196000,US,M
Data Science Manager,2024,196000,US,M
Machine Learning Engineer,2023,196000,US,M
Data Engineer,2023,196000,US,M
Data Engineer,2023,196000,US,M
Machine Learning Engineer,2023,196000,US,M
Applied Scientist,2023,196000,US,M
Applied Scientist,2023,196000,US,M
Research Engineer,2023,196000,US,M
Applied Scientist,2023,196000,US,M
Applied Scientist,2023,196000,US,M
Applied Scientist,2023,196000,US,M
Research Engineer,2023,196000,US,M
Applied Scientist,2023,196000,US,M
Data Engineer,2023,196000,US,M
Machine Learning Engineer,2023,196000,US,M
Data Scientist,2023,196000,US,M
Research Engineer,2023,196000,US,M
Analytics Engineer,2023,196000,US,M
Applied Scientist,2023,196000,US,M
Applied Scientist,2022,196000,US,M
Applied Scientist,2022,196000,US,M
Research Scientist,2022,196000,US,M
Data Engineer,2023,195800,US,M
Data Engineer,2023,195800,US,M
Data Scientist,2023,195800,US,M
Head of Data Science,2023,195800,US,M
Machine Learning Engineer,2024,195700,US,M
Data Engineer,2022,195700,US,M
Data Engineer,2022,195700,US,M
Data Analyst,2024,195600,US,M
Machine Learning Engineer,2024,195500,US,M
Research Scientist,2024,195500,US,M
Research Scientist,2024,195500,US,M
Machine Learning Engineer,2024,195500,US,M
Research Scientist,2024,195500,US,M
Machine Learning Engineer,2024,195500,US,M
Data Analyst,2024,195500,US,M
Data Scientist,2024,195500,US,M
Research Scientist,2023,195500,US,M
ML Engineer,2022,195400,US,L
Data Architect,2022,195400,US,L
Machine Learning Engineer,2022,195400,US,L
Data Architect,2022,195400,US,L
Research Scientist,2024,195200,US,L
Data Engineer,2024,195200,US,M
Research Scientist,2023,195200,US,L
Data Engineer,2024,195000,US,M
Machine Learning Engineer,2024,195000,US,M
Data Scientist,2024,195000,US,M
Data Scientist,2024,195000,US,M
Data Scientist,2024,195000,US,M
Data Engineer,2024,195000,US,M
Data Engineer,2024,195000,US,M
Data Scientist,2024,195000,US,M
AI Engineer,2024,195000,US,M
Data Architect,2024,195000,US,M
Head of Data,2024,195000,US,M
Data Scientist,2024,195000,US,M
Data Architect,2024,195000,US,M
Data Engineer,2024,195000,US,M
Data Scientist,2024,195000,US,M
Machine Learning Engineer,2024,195000,US,M
Analytics Engineer,2024,195000,US,M
Data Engineer,2023,195000,US,M
Data Engineer,2023,195000,US,M
Data Scientist,2023,195000,US,M
Principal Data Scientist,2023,195000,US,L
Data Analyst,2023,195000,US,M
Data Modeler,2023,195000,US,M
Machine Learning Engineer,2023,195000,US,M
Data Engineer,2023,195000,US,M
Data Analyst,2023,195000,US,M
Principal Machine Learning Engineer,2023,38290,BR,L
Data Scientist,2023,195000,US,M
Data Scientist,2023,195000,US,M
Data Engineer,2023,195000,US,M
Data Scientist,2023,195000,US,M
Data Scientist,2023,195000,US,M
Data Scientist,2023,195000,US,M
Data Science Manager,2023,195000,US,M
Data Engineer,2022,195000,US,M
Machine Learning Infrastructure Engineer,2021,195000,US,M
Data Engineer,2024,194992,US,M
Data Engineer,2023,194992,US,M
Data Engineer,2023,194595,US,M
Business Intelligence Analyst,2023,194521,US,M
Data Engineer,2024,194500,US,M
Data Engineer,2024,194500,US,M
Data Scientist,2024,194500,US,M
Data Engineer,2024,194500,US,M
Data Engineer,2024,194500,US,M
Data Scientist,2023,194500,US,M
Business Intelligence Analyst,2023,194500,US,M
Data Engineer,2023,194500,US,M
Data Engineer,2023,194500,US,M
Data Engineer,2023,194500,US,M
Data Engineer,2023,194400,US,M
Data Engineer,2023,194400,US,M
Data Scientist,2024,194200,US,M
Machine Learning Engineer,2023,194100,US,M
Data Scientist,2024,194063,US,M
Data Engineer,2024,194000,US,M
Computer Vision Engineer,2023,194000,US,M
Data Engineer,2023,194000,US,M
Data Engineer,2023,194000,US,M
Data Engineer,2022,194000,US,M
Data Engineer,2022,194000,US,M
Machine Learning Engineer,2023,193900,US,M
Research Scientist,2023,193900,US,M
Machine Learning Scientist,2022,193900,US,M
Machine Learning Engineer,2022,193900,US,M
Machine Learning Engineer,2022,193900,US,M
Machine Learning Engineer,2023,193800,US,M
Analytics Engineer,2022,193750,US,M
Data Engineer,2022,193750,US,M
Business Intelligence Analyst,2023,193600,US,M
Machine Learning Engineer,2023,193600,US,M
Data Engineer,2023,193600,US,M
Machine Learning Engineer,2023,193600,US,M
Machine Learning Engineer,2023,193600,US,M
Machine Learning Engineer,2023,193600,US,M
Research Engineer,2024,193500,US,M
Research Engineer,2023,193500,US,M
Research Engineer,2023,193500,US,M
Data Engineer,2023,193500,US,M
Data Engineer,2024,193412,CA,M
Data Engineer,2023,193200,US,M
Analytics Engineer,2023,193170,US,M
Data Analyst,2024,193000,US,M
Data Scientist,2024,193000,US,M
Business Intelligence,2024,193000,US,M
Data Scientist,2024,193000,US,M
Data Engineer,2024,193000,US,M
Data Analyst,2023,193000,US,M
Data Architect,2023,193000,US,M
Data Architect,2023,193000,US,M
Data Architect,2023,193000,US,M
Data Engineer,2023,193000,US,M
Machine Learning Engineer,2023,193000,CA,M
Data Engineer,2023,193000,US,M
Data Operations Engineer,2023,193000,US,M
Data Engineer,2022,193000,US,M
Data Science Manager,2022,133766,AU,L
Data Scientist,2024,192780,US,M
Research Scientist,2024,192700,US,M
Research Scientist,2024,192700,US,M
Research Scientist,2024,192700,US,M
Research Scientist,2024,192700,US,M
Machine Learning Engineer,2022,192600,US,M
Data Architect,2022,192564,US,M
Data Architect,2022,192564,US,M
Data Analyst,2024,192500,US,M
Data Analyst,2024,192500,US,M
Business Intelligence,2024,192500,US,M
Data Analyst,2024,192500,US,M
Analytics Engineer,2024,192500,US,M
Machine Learning Engineer,2024,192500,US,M
Data Analyst,2024,192500,US,M
Data Analyst,2023,192500,US,M
Data Analyst,2023,192500,US,M
Data Analyst,2023,192500,US,M
Data Analyst,2022,192500,US,M
Data Operations Engineer,2023,192400,US,M
Data Architect,2022,192400,CA,M
Data Scientist,2023,192351,US,M
Business Intelligence Analyst,2024,192300,US,M
Data Analyst,2023,192300,US,M
Machine Learning Engineer,2024,192000,US,M
Machine Learning Engineer,2024,192000,US,M
Data Analyst,2023,192000,US,M
Data Scientist,2023,192000,US,M
Data Analyst,2023,192000,US,M
Machine Learning Engineer,2023,192000,US,M
Data Scientist,2023,192000,US,M
Machine Learning Engineer,2023,192000,CA,M
Machine Learning Engineer,2023,192000,US,M
Machine Learning Engineer,2023,192000,US,M
Applied Scientist,2023,192000,US,M
Director of Data Science,2023,192000,US,M
Machine Learning Engineer,2023,192000,US,M
Applied Scientist,2023,192000,US,M
AI Developer,2023,192000,US,M
Data Analyst,2023,192000,US,M
Machine Learning Engineer,2023,192000,US,M
Applied Scientist,2023,192000,US,M
Data Analyst,2023,192000,US,M
Data Analyst,2023,192000,CA,M
Applied Scientist,2023,192000,US,M
Machine Learning Engineer,2023,192000,US,M
Data Analyst,2023,192000,US,M
Applied Scientist,2023,192000,US,M
Applied Scientist,2023,192000,US,M
Applied Scientist,2023,192000,US,M
Business Intelligence Engineer,2023,192000,US,M
Analytics Engineer,2023,192000,US,M
ML Engineer,2023,192000,US,M
Data Scientist,2023,192000,US,M
Director of Data Science,2023,192000,US,M
Applied Scientist,2023,192000,US,M
Applied Scientist,2023,192000,US,M
Applied Scientist,2023,192000,US,M
Data Scientist,2023,192000,US,M
Lead Data Scientist,2022,192000,US,L
Data Engineer,2023,192000,US,M
Machine Learning Engineer,2022,192000,US,M
Applied Scientist,2022,192000,US,M
Machine Learning Engineer,2022,192000,US,M
Data Engineer,2024,191857,US,M
Data Engineer,2024,191857,US,M
Data Scientist,2023,191765,US,M
Data Science Lead,2023,191765,US,M
Data Science Manager,2023,191765,US,M
Data Scientist,2023,191765,US,M
Data Architect,2023,191600,US,M
Data Scientist,2024,191500,US,M
Applied Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Data Scientist,2022,191475,US,M
Machine Learning Engineer,2023,191400,US,M
Machine Learning Engineer,2023,191400,US,M
Data Engineer,2024,191311,US,M
Data Scientist,2023,191200,US,M
Data Engineer,2022,191200,US,M
Data Engineer,2022,191200,US,M
Data Engineer,2022,191200,US,M
Data Engineer,2022,191200,US,M
Data Scientist,2024,191027,US,M
Data Scientist,2024,191027,US,M
Data Scientist,2023,191000,US,M
Data Architect,2023,190900,US,M
Data Scientist,2024,190600,US,M
Data Scientist,2024,190500,CA,M
Data Science,2024,190500,US,M
Machine Learning Engineer,2024,190400,US,M
Research Engineer,2023,190400,US,M
Data Engineer,2023,190400,US,M
Research Engineer,2023,190400,US,M
Data Scientist,2023,190200,US,M
Data Science Manager,2020,190200,US,M
Data Architect,2024,190196,US,M
Data Engineer,2024,190196,US,M
Data Engineer,2024,190100,US,M
Data Engineer,2023,190100,US,M
Machine Learning Engineer,2023,190027,US,M
Data Engineer,2024,190000,US,M
Data Engineer,2024,190000,US,M
Data Scientist,2024,190000,US,M
Analytics Engineer,2024,190000,US,M
Data Science,2024,190000,US,M
Business Intelligence,2024,190000,US,M
Data Engineer,2024,190000,US,M
Research Scientist,2024,190000,US,M
Data Quality Engineer,2024,190000,US,M
Data Scientist,2024,190000,US,M
Data Scientist,2024,190000,US,M
Data Engineer,2024,190000,US,M
Data Engineer,2024,190000,US,M
Data Scientist,2024,190000,US,M
Data Engineer,2024,190000,AU,M
Data Scientist,2024,190000,US,M
Research Engineer,2024,190000,US,M
Data Scientist,2024,190000,US,M
Data Scientist,2024,190000,CA,M
Analytics Engineer,2024,190000,US,M
Data Scientist,2024,190000,US,M
Analytics Engineer,2024,190000,US,M
Analytics Engineer,2024,190000,US,M
AI Engineer,2024,190000,US,M
Data Engineer,2024,190000,US,M
AI Scientist,2024,190000,US,M
Data Scientist,2024,190000,US,M
Machine Learning Engineer,2024,190000,US,M
Data Scientist,2024,190000,US,M
Business Intelligence Engineer,2024,190000,US,M
Data Engineer,2024,190000,US,M
Data Analyst,2024,190000,US,M
Data Analyst,2024,190000,US,M
Machine Learning Engineer,2024,190000,US,M
Data Engineer,2024,190000,US,M
Data Science Director,2024,190000,US,M
Data Engineer,2024,190000,US,M
Data Scientist,2024,190000,US,M
Research Engineer,2024,190000,US,M
Data Science Manager,2023,190000,US,M
Data Engineer,2023,190000,CA,M
Data Engineer,2023,190000,US,M
Analytics Engineer,2023,190000,CA,M
Data Engineer,2023,190000,CA,M
Machine Learning Engineer,2023,190000,US,M
Research Scientist,2023,190000,US,M
Data Science Director,2023,190000,US,M
Machine Learning Engineer,2023,190000,US,M
Research Scientist,2023,190000,US,M
Data Scientist,2023,190000,US,M
Data Science Director,2023,190000,US,M
Data Architect,2023,190000,CA,M
AI Engineer,2023,190000,US,M
Data Engineer,2023,190000,US,M
Machine Learning Engineer,2023,190000,US,M
Data Scientist,2023,190000,US,M
Data Engineer,2023,190000,US,M
Data Engineer,2023,190000,US,M
Data Scientist,2023,190000,US,M
Machine Learning Engineer,2023,190000,US,M
Machine Learning Engineer,2023,190000,US,L
Analytics Engineer,2023,190000,US,M
Research Engineer,2023,190000,US,M
Machine Learning Engineer,2023,190000,US,M
Data Scientist,2023,190000,US,M
Data Engineer,2023,190000,US,M
Data Analytics Manager,2023,190000,US,M
Research Engineer,2023,190000,US,M
Machine Learning Researcher,2023,190000,US,M
Data Engineer,2023,190000,US,M
Data Science Manager,2023,190000,US,M
Data Scientist,2023,190000,US,M
Data Architect,2023,190000,US,M
Machine Learning Engineer,2023,190000,US,M
Machine Learning Engineer,2023,190000,US,M
Analytics Engineer,2023,190000,CA,M
Data Engineer,2023,190000,US,M
Data Scientist,2023,190000,US,M
Data Engineer,2023,190000,US,M
Data Engineer,2023,190000,US,M
Research Scientist,2023,190000,US,M
Research Scientist,2023,190000,US,M
Research Scientist,2023,190000,US,M
Data Scientist,2023,190000,CA,M
Data Scientist,2023,190000,CA,M
Machine Learning Engineer,2023,190000,US,M
Data Science Manager,2022,190000,US,L
Data Scientist,2023,190000,CA,M
Data Engineer,2023,190000,US,M
Data Scientist,2023,190000,US,M
Data Engineer,2023,190000,US,M
Data Scientist,2023,190000,US,M
Data Scientist,2023,190000,US,M
Data Engineer,2023,190000,US,M
Machine Learning Engineer,2023,190000,US,M
Data Engineer,2023,190000,US,M
Data Scientist,2023,190000,US,M
Analytics Engineer,2023,190000,US,M
Data Scientist,2023,190000,CA,M
Data Analyst,2023,190000,US,M
Data Scientist,2023,190000,US,M
Data Scientist,2023,190000,CA,M
Data Scientist,2023,190000,US,M
