Title,Average Rating,Director,Budget
Masquerade,7.8,Choo Chang-min,
AlphaGo,7.8,Greg Kohs,
I Remember Mama,7.8,George Stevens,"$3,068,000 (estimated)"
The Set-Up,7.8,Robert Wise,
Moartea domnului Lazarescu,7.8,Cristi Puiu,"$500,000 (estimated)"
"Food, Inc.",7.8,Robert Kenner,
El hijo de la novia,7.8,Juan José Campanella,
Fury,7.8,Fritz Lang,
"Steamboat Bill, Jr.",7.8,"Charles Reisner, Buster Keaton",
Faces Places,7.8,"JR, Agnès Varda",
Supersonic,7.8,Mat Whitecross,
Mein liebster Feind - Klaus Kinski,7.8,Werner Herzog,
Hindi Medium,7.8,Saket Chaudhary,
Secret Superstar,7.8,Advait Chandan,"₹500,000,000 (estimated)"
Crossing the Bridge: The Sound of Istanbul,7.8,Fatih Akin,
Es geschah am hellichten Tag,7.8,Ladislao Vajda,
The Beatles: Eight Days a Week - The Touring Years,7.8,Ron Howard,
Who Killed Captain Alex?,7.8,Nabwana I.G.G.,$200 (estimated)
Die Abenteuer des Prinzen Achmed,7.8,"Lotte Reiniger, Carl Koch",
L'albero degli zoccoli,7.8,Ermanno Olmi,
Mamma Roma,7.8,Pier Paolo Pasolini,
Aligarh,7.8,Hansal Mehta,
Dying to Survive,7.8,Muye Wen,"$15,000,000 (estimated)"
Monty Python Live at the Hollywood Bowl,7.8,"Terry Hughes, Ian MacNaughton",
La ley de Herodes,7.8,Luis Estrada,
Lakshya,7.8,Farhan Akhtar,"₹300,000,000 (estimated)"
Waste Land,7.8,"Lucy Walker, Karen Harley, João Jardim","$1,500,000 (estimated)"
Eflâtun,7.8,Cuneyt Karakus,
A Secret Love,7.8,Chris Bolan,
Jane,7.8,Brett Morgen,
Mavi Boncuk,7.8,Ertem Egilmez,
Arya,7.8,Sukumar,
One Day in September,7.8,Kevin Macdonald,
Seven Chances,7.8,Buster Keaton,
That's Entertainment!,7.8,Jack Haley Jr.,"$3,200,000 (estimated)"
Mikra Anglia,7.8,Pantelis Voulgaris,
Life Itself,7.8,Steve James,"$153,875 (estimated)"
Ivan Groznyy. Skaz vtoroy: Boyarskiy zagovor,7.8,Sergei Eisenstein,
Akasen chitai,7.8,Kenji Mizoguchi,
Kiraware Matsuko no isshô,7.8,Tetsuya Nakashima,
Our Hospitality,7.8,"John G. Blystone, Buster Keaton",
Sound City,7.8,Dave Grohl,
Simón del desierto,7.8,Luis Buñuel,
Nunta muta,7.8,Horatiu Malaele,"€1,500,000 (estimated)"
The Celluloid Closet,7.8,"Rob Epstein, Jeffrey Friedman",
Baran,7.8,Majid Majidi,
Midnight,7.8,Mitchell Leisen,
The Pervert's Guide to Cinema,7.8,Sophie Fiennes,
Tim's Vermeer,7.8,Teller,
Jonestown: The Life and Death of Peoples Temple,7.8,Stanley Nelson,
Ônibus 174,7.8,"José Padilha, Felipe Lacerda",
Rekopis znaleziony w Saragossie,7.8,Wojciech Has,
Être et avoir,7.8,Nicolas Philibert,"€1,000,000 (estimated)"
Kai Po Che!,7.8,Abhishek Kapoor,
Nanban,7.8,S. Shankar,"₹600,000,000 (estimated)"
Ab Tak Chhappan,7.8,Shimit Amin,"₹300,000,000 (estimated)"
Amintiri din epoca de aur,7.8,"Hanno Höfer, Razvan Marculescu, Cristian Mungiu",
Imagine: John Lennon,7.8,Andrew Solt,
"Ima, ai ni yukimasu",7.8,Nobuhiro Doi,
Kuryer,7.8,Karen Shakhnazarov,
The Island,7.8,Pavel Lungin,
La terra trema,7.8,Luchino Visconti,
Dasvidaniya,7.8,Shashant Shah,
Sai yau gei: Sin leui kei yun,7.8,Jeffrey Lau,
Stanley Ka Dabba,7.8,Amole Gupte,
Lemmy,7.8,"Greg Olliver, Wes Orshoski",
"Va, vis et deviens",7.8,Radu Mihaileanu,
Goodachari,7.8,Sashi Kiran Tikka,"₹60,000,000 (estimated)"
Gloomy Sunday,7.8,Rolf Schübel,
Gönül Yarasi,7.8,Yavuz Turgul,
Nayak: The Real Hero,7.8,S. Shankar,
Afonya,7.8,Georgiy Daneliya,
Laal Rang,7.8,Syed Ahmad Afzal,
Gangaajal,7.8,Prakash Jha,
Marina Abramovic: The Artist Is Present,7.8,"Matthew Akers, Jeff Dupre",
Simon,7.8,Eddy Terstall,"€1,000,000 (estimated)"
Ajans-E Shisheh-I,7.8,Ebrahim Hatamikia,
Uppi 2,7.8,Upendra,"₹5,000,000 (estimated)"
Deadpool & Wolverine,7.7,Shawn Levy,"$200,000,000 (estimated)"
Harry Potter and the Philosopher's Stone,7.7,Chris Columbus,"$125,000,000 (estimated)"
The Count of Monte-Cristo,7.7,"Alexandre de La Patellière, Matthieu Delaporte","€42,900,000 (estimated)"
Home Alone,7.7,Chris Columbus,"$18,000,000 (estimated)"
Mission: Impossible - Dead Reckoning Part One,7.7,Christopher McQuarrie,"$291,000,000 (estimated)"
Harry Potter and the Goblet of Fire,7.7,Mike Newell,"$150,000,000 (estimated)"
The Goonies,7.7,Richard Donner,"$19,000,000 (estimated)"
The Hangover,7.7,Todd Phillips,"$35,000,000 (estimated)"
Sicario,7.7,Denis Villeneuve,"$30,000,000 (estimated)"
Kingsman: The Secret Service,7.7,Matthew Vaughn,"$81,000,000 (estimated)"
Zodiac,7.7,David Fincher,"$65,000,000 (estimated)"
Wind River,7.7,Taylor Sheridan,"$11,000,000 (estimated)"
The Banshees of Inisherin,7.7,Martin McDonagh,
Black Hawk Down,7.7,Ridley Scott,"$92,000,000 (estimated)"
Anatomy of a Fall,7.7,Justine Triet,"€6,200,000 (estimated)"
Flying High,7.7,"Jim Abrahams, David Zucker, Jerry Zucker","$3,500,000 (estimated)"
Harry Potter and the Deathly Hallows: Part 1,7.7,David Yates,"$125,000,000 (estimated)"
La vie d'Adèle,7.7,Abdellatif Kechiche,"€4,000,000 (estimated)"
(500) Days of Summer,7.7,Marc Webb,"$7,500,000 (estimated)"
Godzilla Minus One,7.7,Takashi Yamazaki,"$15,000,000 (estimated)"
The Count of Monte Cristo,7.7,Kevin Reynolds,"$35,000,000 (estimated)"
Deliverance,7.6,John Boorman,"$2,000,000 (estimated)"
Blue Velvet,7.7,David Lynch,"$6,000,000 (estimated)"
Ex Machina,7.7,Alex Garland,"$15,000,000 (estimated)"
Mission: Impossible - Fallout,7.7,Christopher McQuarrie,"$178,000,000 (estimated)"
Ocean's Eleven,7.7,Steven Soderbergh,"$85,000,000 (estimated)"
Brokeback Mountain,7.7,Ang Lee,"$14,000,000 (estimated)"
Lost in Translation,7.7,Sofia Coppola,"$4,000,000 (estimated)"
A Few Good Men,7.7,Rob Reiner,"$41,000,000 (estimated)"
Blazing Saddles,7.7,Mel Brooks,"$2,600,000 (estimated)"
The Game,7.7,David Fincher,"$50,000,000 (estimated)"
Y tu mamá también,7.7,Alfonso Cuarón,"$2,000,000 (estimated)"
X: First Class,7.7,Matthew Vaughn,"$160,000,000 (estimated)"
Tangled,7.7,"Nathan Greno, Byron Howard","$260,000,000 (estimated)"
The Worst Person in the World,7.7,Joachim Trier,"€5,000,000 (estimated)"
Taken,7.7,Pierre Morel,"$25,000,000 (estimated)"
Hundreds of Beavers,7.7,Mike Cheslik,"$150,000 (estimated)"
Gattaca,7.7,Andrew Niccol,"$36,000,000 (estimated)"
Halloween,7.7,John Carpenter,"$325,000 (estimated)"
Silver Linings Playbook,7.7,David O. Russell,"$21,000,000 (estimated)"
The Promised Land,7.7,Nikolaj Arcel,"$8,500,000 (estimated)"
Goldfinger,7.7,Guy Hamilton,"$3,000,000 (estimated)"
When Harry Met Sally...,7.7,Rob Reiner,"$16,000,000 (estimated)"
Captain America: The Winter Soldier,7.7,"Anthony Russo, Joe Russo","$170,000,000 (estimated)"
"O Brother, Where Art Thou?",7.7,"Joel Coen, Ethan Coen","$26,000,000 (estimated)"
Man on Fire,7.7,Tony Scott,"$70,000,000 (estimated)"
The Theory of Everything,7.7,James Marsh,"$15,000,000 (estimated)"
The Boy in the Striped Pyjamas,7.7,Mark Herman,"$12,500,000 (estimated)"
Empire of the Sun,7.7,Steven Spielberg,"$35,000,000 (estimated)"
As Good as It Gets,7.7,James L. Brooks,"$50,000,000 (estimated)"
Binge Drinking,7.7,Thomas Vinterberg,
Dirty Harry,7.7,"Don Siegel, Clint Eastwood","$4,000,000 (estimated)"
Birdman or (The Unexpected Virtue of Ignorance),7.7,Alejandro G. Iñárritu,"$18,000,000 (estimated)"
What's Eating Gilbert Grape,7.7,Lasse Hallström,"$11,000,000 (estimated)"
Road to Perdition,7.7,Sam Mendes,"$80,000,000 (estimated)"
Argo,7.7,Ben Affleck,"$44,500,000 (estimated)"
Mulan,7.7,"Tony Bancroft, Barry Cook","$90,000,000 (estimated)"
Crash,7.7,Paul Haggis,"$6,500,000 (estimated)"
Apollo 13,7.7,Ron Howard,"$52,000,000 (estimated)"
Primal Fear,7.7,Gregory Hoblit,"$30,000,000 (estimated)"
Gravity,7.7,Alfonso Cuarón,"$100,000,000 (estimated)"
Being John Malkovich,7.7,Spike Jonze,"$13,000,000 (estimated)"
Black Narcissus,7.7,"Michael Powell, Emeric Pressburger","£280,000 (estimated)"
Sense and Sensibility,7.7,Ang Lee,"$16,000,000 (estimated)"
Naked,7.7,Mike Leigh,
Donnie Brasco,7.7,Mike Newell,"$35,000,000 (estimated)"
Who Framed Roger Rabbit,7.7,Robert Zemeckis,"$70,000,000 (estimated)"
The Bourne Supremacy,7.7,Paul Greengrass,"$75,000,000 (estimated)"
First Blood,7.7,Ted Kotcheff,"$15,000,000 (estimated)"
Philadelphia,7.7,Jonathan Demme,"$26,000,000 (estimated)"
The Name of the Rone,7.7,Jean-Jacques Annaud,"ITL 30,000,000,000 (estimated)"
Malcolm X,7.7,Spike Lee,"$33,000,000 (estimated)"
Wreck-It Ralph,7.7,Rich Moore,"$165,000,000 (estimated)"
Flipped,7.7,Rob Reiner,"$14,000,000 (estimated)"
The Magnificent Seven,7.7,John Sturges,"$2,000,000 (estimated)"
Happiness,7.7,Todd Solondz,"$2,200,000 (estimated)"
The Lego Movie,7.7,"Phil Lord, Christopher Miller","$60,000,000 (estimated)"
La Montaña Sagrada,7.7,Alejandro Jodorowsky,"$750,000 (estimated)"
The Fault in Our Stars,7.7,Josh Boone,"$12,000,000 (estimated)"
Mr. Nobody,7.7,Jaco Van Dormael,"$47,000,000 (estimated)"
The Trial of the Chicago 7,7.7,Aaron Sorkin,"$35,000,000 (estimated)"
Roma,7.7,Alfonso Cuarón,
The Conversation,7.7,Francis Ford Coppola,"$1,600,000 (estimated)"
Sound of Metal,7.7,Darius Marder,"$5,400,000 (estimated)"
Star Trek Into Darkness,7.7,J.J. Abrams,"$190,000,000 (estimated)"
Adaptation.,7.7,Spike Jonze,"$19,000,000 (estimated)"
Detachment,7.7,Tony Kaye,
The Color Purple,7.7,Steven Spielberg,"$15,000,000 (estimated)"
The Broken Circle Breakdown,7.7,Felix van Groeningen,
The Great Beauty,7.7,Paolo Sorrentino,"€9,200,000 (estimated)"
Miller's Crossing,7.7,"Joel Coen, Ethan Coen","$14,000,000 (estimated)"
Glengarry Glen Ross,7.7,James Foley,"$12,500,000 (estimated)"
Vreli Dani U Alabami,7.7,Jon Avnet,"$11,000,000 (estimated)"
The Vanishing,7.7,George Sluizer,
Star Trek II: The Wrath of Khan,7.7,Nicholas Meyer,"$11,200,000 (estimated)"
The French Connection,7.7,William Friedkin,"$1,800,000 (estimated)"
Billy Elliot,7.7,Stephen Daldry,"$5,000,000 (estimated)"
Fantastic Planet,7.7,René Laloux,
The Day the Earth Stood Still,7.7,Robert Wise,"$1,200,000 (estimated)"
This Is England,7.7,Shane Meadows,"£1,500,000 (estimated)"
Kung Fu,7.7,Stephen Chow,"$20,000,000 (estimated)"
Serpico,7.7,Sidney Lumet,"$3,000,000 (estimated)"
Lucky Number Slevin,7.7,Paul McGuigan,"$27,000,000 (estimated)"
Bonnie and Clyde,7.7,Arthur Penn,"$2,500,000 (estimated)"
My Fair Lady,7.7,George Cukor,"$17,000,000 (estimated)"
Clerks,7.7,Kevin Smith,"$27,000 (estimated)"
About Dry Grasses,7.7,Nuri Bilge Ceylan,"€3,500,000 (estimated)"
Hamlet,7.7,Kenneth Branagh,"$18,000,000 (estimated)"
Ordinary People,7.7,Robert Redford,"$6,000,000 (estimated)"
The Last Emperor,7.7,Bernardo Bertolucci,"£23,000,000 (estimated)"
Changeling,7.7,Clint Eastwood,"$55,000,000 (estimated)"
Kubo and the Two Strings,7.7,Travis Knight,"$60,000,000 (estimated)"
There's Still Tomorrow,7.7,Paola Cortellesi,"€8,300,000 (estimated)"
The Verdict,7.7,Sidney Lumet,"$16,000,000 (estimated)"
Days of Heaven,7.7,Terrence Malick,"$3,000,000 (estimated)"
Marcel,7.7,Dean Fleischer Camp,
Never Look Away,7.7,Florian Henckel von Donnersmarck,"€18,000,000 (estimated)"
Evil Dead II,7.7,Sam Raimi,"$3,600,000 (estimated)"
Papurika,7.7,Satoshi Kon,"¥300,000,000 (estimated)"
Wages of Fear,7.7,William Friedkin,"$22,000,000 (estimated)"
A Man for All Seasons,7.7,Fred Zinnemann,"$2,000,000 (estimated)"
The Magdalene Sisters,7.7,Peter Mullan,
A Man Called Ove,7.7,Hannes Holm,"€4,000,000 (estimated)"
"South Park: Bigger, Longer & Uncut",7.7,Trey Parker,"$21,000,000 (estimated)"
Holiday,7.7,George Cukor,
My Dinner with Andre,7.7,Louis Malle,
The Dirty Dozen,7.7,Robert Aldrich,"$5,400,000 (estimated)"
The Devils,7.7,Ken Russell,
Badlands,7.7,Terrence Malick,"$450,000 (estimated)"
Ray,7.7,Taylor Hackford,"$40,000,000 (estimated)"
Finding Neverland,7.7,Marc Forster,"$25,000,000 (estimated)"
The Longest Day,7.7,"Ken Annakin, Andrew Marton, Gerd Oswald","$10,000,000 (estimated)"
Zwartboek,7.7,Paul Verhoeven,"$21,000,000 (estimated)"
The Man Who Didn't Talk Too Much,7.7,John Ford,"$1,750,000 (estimated)"
The Quiet Girl,7.7,Colm Bairéad,
Good Bye Lenin!,7.7,Wolfgang Becker,"€4,800,000 (estimated)"
Madeo,7.7,Bong Joon Ho,"$5,000,000 (estimated)"
Scarface,7.7,"Howard Hawks, Richard Rosson",
Ajeossi,7.7,Lee Jeong-beom,
Purple Noon,7.7,René Clément,
Sam Bahadur,7.7,Meghna Gulzar,
Nebraska,7.7,Alexander Payne,"$12,000,000 (estimated)"
Fantasia,7.7,"James Algar, Samuel Armstrong, Ford Beebe Jr.","$2,280,000 (estimated)"
Abre Los Ojos,7.7,Alejandro Amenábar,"ESP 370,000,000 (estimated)"
Beasts of No Nation,7.7,Cary Joji Fukunaga,"$6,000,000 (estimated)"
The Music Man,7.7,Morton DaCosta,"$4,240,000 (estimated)"
Hedwig and the Angry Inch,7.7,John Cameron Mitchell,"$6,000,000 (estimated)"
Breathless,7.7,Jean-Luc Godard,"FRF 400,000 (estimated)"
Kurenai No Buta,7.7,Hayao Miyazaki,
Night on Earth,7.7,Jim Jarmusch,"$3,500,000 (estimated)"
Kokuhaku,7.7,Tetsuya Nakashima,
Breaking Away,7.7,Peter Yates,"$2,300,000 (estimated)"
The Eight Mountains,7.7,"Felix van Groeningen, Charlotte Vandermeersch","€7,687,148 (estimated)"
"What's Up, Doc?",7.7,Peter Bogdanovich,"$4,000,000 (estimated)"
Zulu,7.7,Cy Endfield,"$1,720,000 (estimated)"
Cape Fear,7.7,J. Lee Thompson,"$3,000,000 (estimated)"
Me and Earl and the Dying Girl,7.7,Alfonso Gomez-Rejon,"$8,000,000 (estimated)"
Invasion of the Body Snatchers,7.7,Don Siegel,"$417,000 (estimated)"
Yume,7.7,"Akira Kurosawa, Ishirô Honda","$12,000,000 (estimated)"
The African Queen,7.7,John Huston,"$1,000,000 (estimated)"
Waking Life,7.7,Richard Linklater,
Doragon bôru chô: Burorî,7.7,Tatsuya Nagamine,"$8,500,000 (estimated)"
Perfetti Sconosciuti,7.7,Paolo Genovese,
Diarios De Motocicleta,7.7,Walter Salles,
The Turin Horse,7.7,"Béla Tarr, Ágnes Hranitzky",
3 Women,7.7,Robert Altman,"$1,500,000 (estimated)"
The Killers,7.7,Robert Siodmak,
When the Wind Blows,7.7,Jimmy T. Murakami,
The Double Life of Véronique,7.7,Krzysztof Kieslowski,
Lat sau san taam,7.7,John Woo,"$4,500,000 (estimated)"
Elmer Gantry,7.7,Richard Brooks,"$3,000,000 (estimated)"
The Cure,7.7,Peter Horton,
Blazing Guns on the Chisholm Trail,7.7,"Howard Hawks, Arthur Rosson","$3,000,000 (estimated)"
Happy Together,7.7,Kar-Wai Wong,"$4,200,000 (estimated)"
The Lady Vanishes,7.7,Alfred Hitchcock,
The Killer,7.7,John Woo,
Key Largo,7.7,John Huston,
The Man Who Would Be King,7.7,John Huston,"$8,000,000 (estimated)"
Taste of Cherry,7.7,Abbas Kiarostami,
Ondskan,7.7,Mikael Håfström,"SEK 22,000,000 (estimated)"
The Innocents,7.7,Jack Clayton,"£430,000 (estimated)"
Marty,7.7,Delbert Mann,"$343,000 (estimated)"
The Joy Luck Club,7.7,Wayne Wang,"$11,000,000 (estimated)"
Das Experiment,7.7,Oliver Hirschbiegel,
The Breadwinner,7.7,Nora Twomey,
Mutiny of Caine,7.7,Edward Dmytryk,"$2,000,000 (estimated)"
The Salesman,7.7,Asghar Farhadi,
Wait Until Dark,7.7,Terence Young,"$3,000,000 (estimated)"
A Place in the Sun,7.7,George Stevens,"$2,295,304 (estimated)"
Il grande silenzio,7.7,Sergio Corbucci,
Laila Majnu,7.7,Sajid Ali,
In America,7.7,Jim Sheridan,
Splendor in the Grass,7.7,Elia Kazan,
Adam's Apples,7.7,Anders Thomas Jensen,
The Women,7.7,George Cukor,"$1,688,000 (estimated)"
My Darling Clementine,7.7,John Ford,"$2,000,000 (estimated)"
Two Women,7.7,Vittorio De Sica,
How Green Was My Valley,7.7,John Ford,"$1,250,000 (estimated)"
Badla,7.7,Sujoy Ghosh,
Advise & Consent,7.7,Otto Preminger,
Tuntematon sotilas,7.7,Aku Louhimies,"€7,000,000 (estimated)"
Sergeant York,7.7,Howard Hawks,"$1,400,000 (estimated)"
Joint Security Area,7.7,Park Chan-wook,
Pandora's Box,7.7,Georg Wilhelm Pabst,
The Awful Truth,7.7,Leo McCarey,"$600,000 (estimated)"
Les triplettes de Belleville,7.7,Sylvain Chomet,"$9,500,000 (estimated)"
The Lady Eve,7.7,Preston Sturges,
Jigeum Mannareo Gabmida,7.7,Jang-Hoon Lee,
L'avventura,7.7,Michelangelo Antonioni,
Raazi,7.7,Meghna Gulzar,"₹300,000,000 (estimated)"
Twelve O'Clock High,7.7,Henry King,
The Girl Who Leapt Through Time,7.7,Mamoru Hosoda,
Duck Soup,7.7,Leo McCarey,
Gold Diggers of 1933,7.7,Mervyn LeRoy,"$433,000 (estimated)"
Bad Day at Black Rock,7.7,John Sturges,"$1,271,000 (estimated)"
Missing,7.7,Costa-Gavras,"$9,500,000 (estimated)"
L'Eclisse,7.7,Michelangelo Antonioni,
Scarlet Street,7.7,Fritz Lang,"$1,202,007 (estimated)"
Der blaue Engel,7.7,Josef von Sternberg,"$500,000 (estimated)"
Efter brylluppet,7.7,Susanne Bier,
Navalny,7.7,Daniel Roher,
Iratta,7.7,Rohit M.G. Krishnan,
The Young Girls of Rochefort,7.7,Jacques Demy,
The Plague Dogs,7.7,Martin Rosen,
Auf der anderen Seite,7.7,Fatih Akin,
Jules et Jim,7.7,François Truffaut,
The Purple Rose of Cairo,7.7,Woody Allen,"$15,000,000 (estimated)"
Fireworks,7.7,Takeshi Kitano,
Eega,7.7,S.S. Rajamouli,"₹300,000,000 (estimated)"
The Past,7.7,Asghar Farhadi,"$11,000,000 (estimated)"
Kader,7.7,Zeki Demirkubuz,
Tystnaden,7.7,Ingmar Bergman,
Corpus Christi,7.7,Jan Komasa,
Nightmare Alley,7.7,Edmund Goulding,
The Deepest Breath,7.7,Laura McGann,
A Vida Invisível,7.7,Karim Aïnouz,
Balthazar,7.7,Robert Bresson,
Die Ehe der Maria Braun,7.7,Rainer Werner Fassbinder,"DEM 1,975,000 (estimated)"
The Mother and the Whore,7.7,Jean Eustache,
Captain Blood,7.7,Michael Curtiz,"$1,200,000 (estimated)"
Olympia 1. Teil - Fest der Völker,7.7,Leni Riefenstahl,
Ball of Fire,7.7,Howard Hawks,
The Bear,7.7,Jean-Jacques Annaud,
Intolerance,7.7,D.W. Griffith,"$385,907 (estimated)"
Pygmalion,7.7,"Anthony Asquith, Leslie Howard","£87,000 (estimated)"
The Gunfighter,7.7,Henry King,
Mon oncle,7.7,Jacques Tati,"FRF 250,000 (estimated)"
Last Breath,7.7,"Richard da Costa, Alex Parkinson",
Yabu no naka no kuroneko,7.7,Kaneto Shindô,
Top Hat,7.7,Mark Sandrich,"$609,000 (estimated)"
Swatantra Veer Savarkar,7.7,Randeep Hooda,"₹15,000,000 (estimated)"
Zire darakhatan zeyton,7.7,Abbas Kiarostami,
Meru,7.7,"Jimmy Chin, Elizabeth Chai Vasarhelyi",
Stage Door,7.7,Gregory La Cava,"$952,000 (estimated)"
Mr. India,7.7,Shekhar Kapur,
Hobson's Choice,7.7,David Lean,
Titicut Follies,7.7,Frederick Wiseman,
Ashes and Diamonds,7.7,Andrzej Wajda,"PLN 6,070,000 (estimated)"
14 Peaks: Nothing Is Impossible,7.7,Torquil Jones,
Mephisto,7.7,István Szabó,
Berserk: Ougon jidai-hen II - Dorudorei koryaku,7.7,Toshiyuki Kubooka,
Di jiu tianchang,7.7,Xiaoshuai Wang,
Boruto: Naruto the Movie,7.7,"Hiroyuki Yamashita, Toshiyuki Tsuru",
Man on Wire,7.7,James Marsh,"£1,000,000 (estimated)"
Roadrunner: A Film About Anthony Bourdain,7.7,Morgan Neville,
Kikujiro,7.7,Takeshi Kitano,
Israelism,7.7,"Erin Axelman, Sam Eilertsen",
Bara no sôretsu,7.7,Toshio Matsumoto,
A Letter to Three Wives,7.7,Joseph L. Mankiewicz,
The Unknown,7.7,Tod Browning,"$217,000 (estimated)"
Sans soleil,7.7,Chris Marker,
Mind Game,7.7,"Masaaki Yuasa, Kôji Morimoto",
Zero Days,7.7,Alex Gibney,
F for Fake,7.7,"Orson Welles, Gary Graver, Oja Kodar",
Przypadek,7.7,Krzysztof Kieslowski,
La historia oficial,7.7,Luis Puenzo,
Stranger: Mukô Hadan,7.7,Masahiro Andô,
Vengeance Is Mine,7.7,Shôhei Imamura,
Vicky Donor,7.7,Shoojit Sircar,
Waterloo Road,7.7,Mervyn LeRoy,
Udta Punjab,7.7,Abhishek Chaubey,"$5,900,000 (estimated)"
The Classic,7.7,Jae-young Kwak,
Jeder für sich und Gott gegen alle,7.7,Werner Herzog,
Victim,7.7,Basil Dearden,"£153,756 (estimated)"
The Central Park Five,7.7,"Ken Burns, Sarah Burns, David McMahon",
Billie Eilish: The World's a Little Blurry,7.7,R.J. Cutler,
Le doulos,7.7,Jean-Pierre Melville,
Kapoor & Sons,7.7,Shakun Batra,
L'Atalante,7.7,Jean Vigo,
Seven Beauties,7.7,Lina Wertmüller,
Pelle erobreren,7.7,Bille August,
Ice Cold in Alex,7.7,J. Lee Thompson,
Water,7.7,Deepa Mehta,
Kozure Ôkami: Ko wo kashi ude kashi tsukamatsuru,7.7,Kenji Misumi,
City of Life and Death,7.7,Chuan Lu,"$12,000,000 (estimated)"
Stroszek,7.7,Werner Herzog,
Cocaine Cowboys,7.7,Billy Corben,
The Thief of Bagdad,7.7,Raoul Walsh,"$1,135,654 (estimated)"
One Piece Film Z,7.7,Tatsuya Nagamine,
Crip Camp,7.7,"James Lebrecht, Nicole Newnham",
Active Measures,7.7,Jack Bryan,
Kings of the Road,7.7,Wim Wenders,"DEM 680,000 (estimated)"
Sibirskiy tsiryulnik,7.7,Nikita Mikhalkov,"$35,000,000 (estimated)"
Diego Maradona,7.7,Asif Kapadia,
Punishment Park,7.7,Peter Watkins,
Pépé le Moko,7.7,Julien Duvivier,"$60,000 (estimated)"
Encounters at the End of the World,7.7,Werner Herzog,
Touchez pas au grisbi,7.7,Jacques Becker,
Operation Odessa,7.7,Tiller Russell,
Sir,7.7,Rohena Gera,
État de siège,7.7,Costa-Gavras,
Le jour se lève,7.7,Marcel Carné,
Guru,7.7,Mani Ratnam,"₹150,000,000 (estimated)"
Journal d'un curé de campagne,7.7,Robert Bresson,
Oye Lucky! Lucky Oye!,7.7,Dibakar Banerjee,
Inside I'm Dancing,7.7,Damien O'Donnell,
Always,7.7,Song Il-gon,
Karakter,7.7,Mike van Diem,"$4,500,000 (estimated)"
Dear Frankie,7.7,Shona Auerbach,
Le quai des brumes,7.7,Marcel Carné,
Johnny Belinda,7.7,Jean Negulesco,"$1,631,000 (estimated)"
McQueen,7.7,"Ian Bonhôte, Peter Ettedgui",
Geetha Govindam,7.7,Parasuram,"₹50,000,000 (estimated)"
Otac na sluzbenom putu,7.7,Emir Kusturica,
Mouchette,7.7,Robert Bresson,
Dodsworth,7.7,William Wyler,
Beastie Boys Story,7.7,Spike Jonze,
Jaya Jaya Jaya Jaya Hei,7.7,Vipin Das,
Machuca,7.7,Andrés Wood,"$1,500,000 (estimated)"
Kolja,7.7,Jan Sverák,
The Hidden Blade,7.7,Yôji Yamada,
Shall We Dance?,7.7,Masayuki Suô,
The Mortal Storm,7.7,Frank Borzage,
Fed Up,7.7,Stephanie Soechtig,
Smiles of a Summer Night,7.7,Ingmar Bergman,
Bang Bang You're Dead,7.7,Guy Ferland,
Magadheera,7.7,S.S. Rajamouli,"₹420,000,000 (estimated)"
Les glaneurs et la glaneuse,7.7,Agnès Varda,
The Terrorizers,7.7,Edward Yang,
Quai des Orfèvres,7.7,Henri-Georges Clouzot,
The Barkley Marathons: The Race That Eats Its Young,7.7,"Annika Iltis, Timothy James Kane",
Happy People: A Year in the Taiga,7.7,"Werner Herzog, Dmitry Vasyukov",
Ivan Groznyy,7.7,Sergei Eisenstein,
Finding Vivian Maier,7.7,"John Maloof, Charlie Siskel",
El Norte,7.7,Gregory Nava,
The Road Home,7.7,Yimou Zhang,
Byeon-ho-in,7.7,Woo-seok Yang,"$5,000,000 (estimated)"
Itirazim Var,7.7,Onur Ünlü,
Sen Aydinlatirsin Geceyi,7.7,Onur Ünlü,
L'armata Brancaleone,7.7,Mario Monicelli,
