Title,Average Rating,Worldwide Gross
La folie des grandeurs,7.2,
Moon to,7.2,"$11,764,129"
Into the Inferno,7.2,"$3,679"
Powaqqatsi,7.2,"$592,592"
Mystery Science Theater 3000: The Movie,7.2,"$1,007,306"
Gui lai,7.2,"$47,587,984"
Irina Palm,7.2,"$10,610,835"
Petta,7.2,"$1,996,655"
Tarzan and His Mate,7.2,
25 km/h,7.2,"$10,965,122"
Baekmanjangja-ui cheot-sarang,7.2,
"Live Twice, Love Once",7.2,"$359,906"
Buffet froid,7.2,
Chico & Rita,7.2,"$2,347,919"
Born Into Brothels: Calcutta's Red Light Kids,7.2,"$3,529,201"
Magical Girl,7.2,"$213,782"
La Trinchera Infinita,7.2,"$1,327,845"
Silent Light,7.2,"$877,577"
Forced Cure,7.2,$29
Vivement dimanche!,7.2,$509
Uccellacci e uccellini,7.2,"$3,348"
Music Within,7.2,"$187,581"
No One Killed Jessica,7.2,"$634,297"
Band Baaja Baaraat,7.2,"$105,005"
Lo sceicco bianco,7.2,"$70,390"
The Bubble,7.2,"$1,029,926"
Kincsem,7.2,"$2,462,699"
Pee Mak,7.2,"$20,896,252"
The 11th Hour,7.2,"$985,207"
Foxtrot,7.2,"$1,356,159"
Ôritsu uchûgun Oneamisu no tsubasa,7.2,"$60,634"
Gangster,7.2,"$2,451,379"
Love Likes Coincidences,7.2,"$13,585,314"
La comunidad,7.2,"$290,754"
The House of Fear,7.2,
Kurôzu zero II,7.2,"$29,893,636"
La cage dorée,7.2,"$17,871,370"
Chingoo,7.2,"$550,031"
