lyric,album_title,year,track_title,track_number
Kuutar taivaan yön valaisee,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
"Maalaa maiseman, pohjoisen siimeksen",Erämaan Viimeinen,2007,Erämaan Viimeinen,1
"Unta onko tää,",Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Vai kuolema jossa palata sinne saan missä,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
hiillos jo luovuttaa lumen alla,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
"Kun astun maailmaan, erämaan aikaan",Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Ensilumi satoi kahdesti,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Maalasi sieluni taulun,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Tää jylhä kauneus ja ääretön yksinäisyys,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
"Lapsuuteni metsän, taivaan",Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Kaikuu se haikeus halki tän matkan,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Aamun tullen yö tarinansa kertoo,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Jylhä on kauneus ja ääretön yksinäisyyteni,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Sitä henkeensä halajaa,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
"Kehtoni hauta, hautani paikka",Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Erämaan viimeinen on,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Minne katosivat muut,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
"Suon noidat, neidontornit",Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Ja varjoissa havisevat puut,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Kielon istutin ikihankeen,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Ja hiljaisuuden tultua luotin tulevaan,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Ensilumi satoi kahdesti,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Maalasi sieluni taulun,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Tää jylhä kauneus ja ääretön yksinäisyys,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
"Lapsuuteni metsän, taivaan",Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Kaikuu se haikeus halki tän matkan,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Aamun tullen yö tarinansa kertoo,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Jylhä on kauneus ja ääretön yksinäisyyteni,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Sitä henkeensä halajaa,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
"Kehtoni hauta, hautani paikka",Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Erämaan viimeinen on,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
[English translation:],Erämaan Viimeinen,2007,Erämaan Viimeinen,1
The Last One In The Wilderness,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Wilderness sleeps and I travel in my thoughs,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
over the woods and sleeping water,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Lady Moon lights the sky,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Paints the world in shade of north,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Is this dream?,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Or death where I want to return to place,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
where embers are giving up hope under the snow,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
"As I step into the world, the time of wilderness",Erämaan Viimeinen,2007,Erämaan Viimeinen,1
First snow fell twice,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Painted the painting of my soul,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
This bold beauty and infinite loneliness,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Of my childhood forest and sky,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
That beauty echoes through this journey,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
"As the morning dawns, night tells it's story",Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Bold is beauty and my infinite loneliness,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
That's what man longs for his soul,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
"The grave of my cradle, the place of my grave",Erämaan Viimeinen,2007,Erämaan Viimeinen,1
is the last one in the wilderness,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Where did the others go?,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Swampwitches and towers of the maiden,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
and the coniferous trees in the shadows,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
I planted a lily of the valley into eversnow,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
"And as the silence came, I relied on the future",Erämaan Viimeinen,2007,Erämaan Viimeinen,1
First snow fell twice,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Painted the painting of my soul,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
This bold beauty and infinite loneliness,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Of my childhood forest and sky,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
That beauty echoes through this journey,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
"As the morning dawns, night tells it's story",Erämaan Viimeinen,2007,Erämaan Viimeinen,1
Bold is beauty and my infinite loneliness,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
That's what man longs for his soul,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
"The grave of my cradle, the place of my grave",Erämaan Viimeinen,2007,Erämaan Viimeinen,1
is the last one in the wilderness,Erämaan Viimeinen,2007,Erämaan Viimeinen,1
[instrumental],Erämaan Viimeinen,2007,Erämaan Viimeinen (Instrumental Version),2
Lapsistain rakkain tää näyttämö on,Imaginaerum,2011,Taikatalvi,1
Mis kuutamo kujillaan kulkee,Imaginaerum,2011,Taikatalvi,1
"Taipunut havu, kesä hoivassa sen",Imaginaerum,2011,Taikatalvi,1
Valkomeren niin aavan,Imaginaerum,2011,Taikatalvi,1
Joka aavekuun siivin,Imaginaerum,2011,Taikatalvi,1
Saapuu mut kotiin noutamaan,Imaginaerum,2011,Taikatalvi,1
Päällä talvisen maan hetki kuin ikuisuus,Imaginaerum,2011,Taikatalvi,1
Mi pienen kissan jaloin luokseni hiipii,Imaginaerum,2011,Taikatalvi,1
Tääl tarinain lähteellä asua saan mis,Imaginaerum,2011,Taikatalvi,1
Viulu valtavan kaihon,Imaginaerum,2011,Taikatalvi,1
Ikisäveltään maalaa,Imaginaerum,2011,Taikatalvi,1
Laulullaan herättää maan,Imaginaerum,2011,Taikatalvi,1
'Twas the night before ,Imaginaerum,2011,Storytime,2
"When all through the world,",Imaginaerum,2011,Storytime,2
"No words, no dreams",Imaginaerum,2011,Storytime,2
"Then one day,",Imaginaerum,2011,Storytime,2
A writer by a fire,Imaginaerum,2011,Storytime,2
Imagined all of Gaia,Imaginaerum,2011,Storytime,2
Took a journey into a child-man's heart...,Imaginaerum,2011,Storytime,2
A painter on the shore,Imaginaerum,2011,Storytime,2
Imagined all the world,Imaginaerum,2011,Storytime,2
Within a snowflake on his palm,Imaginaerum,2011,Storytime,2
Unframed by poetry,Imaginaerum,2011,Storytime,2
A canvas of awe,Imaginaerum,2011,Storytime,2
Planet Earth falling back into the stars,Imaginaerum,2011,Storytime,2
I am the voice of Never-Never-Land,Imaginaerum,2011,Storytime,2
"The innocence, the dreams of every man",Imaginaerum,2011,Storytime,2
"I am the empty crib of Peter Pan,",Imaginaerum,2011,Storytime,2
"A silent kite against the blue, blue sky ",Imaginaerum,2011,Storytime,2
"Every chimney, every moonlit sight",Imaginaerum,2011,Storytime,2
"I am the story that will read you real,",Imaginaerum,2011,Storytime,2
Every memory that you hold dear,Imaginaerum,2011,Storytime,2
"I am the journey,",Imaginaerum,2011,Storytime,2
"I am the destination,",Imaginaerum,2011,Storytime,2
I am the home,Imaginaerum,2011,Storytime,2
The tale that reads you,Imaginaerum,2011,Storytime,2
"A way to taste the night,",Imaginaerum,2011,Storytime,2
The elusive high,Imaginaerum,2011,Storytime,2
"Follow the madness,",Imaginaerum,2011,Storytime,2
Alice you know once did,Imaginaerum,2011,Storytime,2
"Imaginarium, a dream emporium!",Imaginaerum,2011,Storytime,2
Caress the tales,Imaginaerum,2011,Storytime,2
And they will dream you real,Imaginaerum,2011,Storytime,2
"A storyteller's game,",Imaginaerum,2011,Storytime,2
Lips that intoxicate,Imaginaerum,2011,Storytime,2
The core of all life,Imaginaerum,2011,Storytime,2
Is a limitless chest of tales...,Imaginaerum,2011,Storytime,2
I am the voice of Never-Never-Land,Imaginaerum,2011,Storytime,2
"The innocence, the dreams of every man",Imaginaerum,2011,Storytime,2
"I am the empty crib of Peter Pan,",Imaginaerum,2011,Storytime,2
"A silent kite against the blue, blue sky ",Imaginaerum,2011,Storytime,2
"Every chimney, every moonlit sight",Imaginaerum,2011,Storytime,2
"I am the story that will read you real,",Imaginaerum,2011,Storytime,2
Every memory that you hold dear,Imaginaerum,2011,Storytime,2
I am the voice of Never-Never-Land,Imaginaerum,2011,Storytime,2
"The innocence, the dreams of every man",Imaginaerum,2011,Storytime,2
Searching heavens for another Earth,Imaginaerum,2011,Storytime,2
"I am the voice of Never, Never Land",Imaginaerum,2011,Storytime,2
"The innocence, the dreams of every man",Imaginaerum,2011,Storytime,2
"I am the empty crib of Peter Pan,",Imaginaerum,2011,Storytime,2
"A soaring kite against the blue, blue sky,",Imaginaerum,2011,Storytime,2
"Every chimney, every moonlit sight",Imaginaerum,2011,Storytime,2
"I am the story that will read you real,",Imaginaerum,2011,Storytime,2
Every memory that you hold dear,Imaginaerum,2011,Storytime,2
It's a long road down the river deep 'n wild,Imaginaerum,2011,Ghost River,3
Every twist and turn a wonder-dale,Imaginaerum,2011,Ghost River,3
It's a scary ride we'd give anything to take,Imaginaerum,2011,Ghost River,3
Let yourself bleed,Imaginaerum,2011,Ghost River,3
Leave a footprint on every island you see,Imaginaerum,2011,Ghost River,3
"Hey you, child of rape, the riverbed awaits",Imaginaerum,2011,Ghost River,3
"Snow white, pitch-black, your life such strife",Imaginaerum,2011,Ghost River,3
"Heavenward, deep down, I'll show you such sights",Imaginaerum,2011,Ghost River,3
"Believe it, we live as we dream / scream",Imaginaerum,2011,Ghost River,3
"""He will go down he will drown drown, deeper down",Imaginaerum,2011,Ghost River,3
The river wild will take your only child,Imaginaerum,2011,Ghost River,3
"He will go down he will drown drown, deeper down",Imaginaerum,2011,Ghost River,3
The mills grind slow in a riverbed ghost town,Imaginaerum,2011,Ghost River,3
"He will go down he will drown drown, deeper down",Imaginaerum,2011,Ghost River,3
"If you want me, then do come across""",Imaginaerum,2011,Ghost River,3
"What is it you dream of, child of mine?",Imaginaerum,2011,Ghost River,3
"The magic ride, the mermaid cove?",Imaginaerum,2011,Ghost River,3
Never met a kinder heart than yours,Imaginaerum,2011,Ghost River,3
Let it bleed,Imaginaerum,2011,Ghost River,3
Leave a footprint on every island you see,Imaginaerum,2011,Ghost River,3
"""I am the painted faces, the toxic kiss",Imaginaerum,2011,Ghost River,3
"Sowing of doubt, troll beneath the bridge",Imaginaerum,2011,Ghost River,3
Come across,Imaginaerum,2011,Ghost River,3
Death by a thousand cuts,Imaginaerum,2011,Ghost River,3
"Believe it, we live as we dream / scream""",Imaginaerum,2011,Ghost River,3
"""I am the desert-scape, the sand inside your hourglass",Imaginaerum,2011,Ghost River,3
"I am the fear and abuse, the leper children",Imaginaerum,2011,Ghost River,3
"Every eye sewn shut""",Imaginaerum,2011,Ghost River,3
"""We will go down we will drown drown, deeper down",Imaginaerum,2011,Ghost River,3
The river wild will be our last ride,Imaginaerum,2011,Ghost River,3
"We will go down we will drown drown, deeper down",Imaginaerum,2011,Ghost River,3
"The mills grind slow in a riverbed ghost town""",Imaginaerum,2011,Ghost River,3
Beautifully shy as you are,Imaginaerum,2011,Ghost River,3
Never lose your heart,Imaginaerum,2011,Ghost River,3
And do come across,Imaginaerum,2011,Ghost River,3
Come and share this painting with me,Imaginaerum,2011,"Slow, Love, Slow",4
"Unveiling of me, the magician that never failed",Imaginaerum,2011,"Slow, Love, Slow",4
This deep sigh coiled around my chest,Imaginaerum,2011,"Slow, Love, Slow",4
Intoxicated by a major chord,Imaginaerum,2011,"Slow, Love, Slow",4
I wonder,Imaginaerum,2011,"Slow, Love, Slow",4
Do I love you or the thought of you?,Imaginaerum,2011,"Slow, Love, Slow",4
"Slow, love, slow",Imaginaerum,2011,"Slow, Love, Slow",4
Only the weak are not lonely,Imaginaerum,2011,"Slow, Love, Slow",4
"Southern blue, morning dew",Imaginaerum,2011,"Slow, Love, Slow",4
"Let-down-your-guards, I-love-you's",Imaginaerum,2011,"Slow, Love, Slow",4
"Ice-cream castles, lips-to-ear rhymes",Imaginaerum,2011,"Slow, Love, Slow",4
A slumber deeper than time,Imaginaerum,2011,"Slow, Love, Slow",4
"Slow, love, slow",Imaginaerum,2011,"Slow, Love, Slow",4
Only the weak are not lonely,Imaginaerum,2011,"Slow, Love, Slow",4
I want my tears back,Imaginaerum,2011,I Want My Tears Back,5
"The treetops, the chimneys, the snowbed stories, winter grey",Imaginaerum,2011,I Want My Tears Back,5
"Wildflowers, those meadows of heaven, wind in the wheat",Imaginaerum,2011,I Want My Tears Back,5
"A railroad across waters, the scent of grandfatherly love",Imaginaerum,2011,I Want My Tears Back,5
"Blue bayous, Decembers, moon through a dragonfly's wings",Imaginaerum,2011,I Want My Tears Back,5
Where is the wonder where's the awe,Imaginaerum,2011,I Want My Tears Back,5
Where's dear Alice knocking on the door,Imaginaerum,2011,I Want My Tears Back,5
Where's the trapdoor that takes me there,Imaginaerum,2011,I Want My Tears Back,5
Where the real is shattered by a Mad March Hare,Imaginaerum,2011,I Want My Tears Back,5
Where is the wonder where's the awe,Imaginaerum,2011,I Want My Tears Back,5
Where are the sleepless nights I used to live for,Imaginaerum,2011,I Want My Tears Back,5
Before the years take me,Imaginaerum,2011,I Want My Tears Back,5
I wish to see,Imaginaerum,2011,I Want My Tears Back,5
The lost in me,Imaginaerum,2011,I Want My Tears Back,5
I want my tears back,Imaginaerum,2011,I Want My Tears Back,5
I want my tears back now,Imaginaerum,2011,I Want My Tears Back,5
"A ballet on a grove, still growing young all alone",Imaginaerum,2011,I Want My Tears Back,5
"A rag doll, a best friend, the voice of Mary calls us.",Imaginaerum,2011,I Want My Tears Back,5
Where is the wonder where's the awe,Imaginaerum,2011,I Want My Tears Back,5
Where's dear Alice knocking on the door,Imaginaerum,2011,I Want My Tears Back,5
Where's the trapdoor that takes me there,Imaginaerum,2011,I Want My Tears Back,5
Where the real is shattered by a Mad March Hare,Imaginaerum,2011,I Want My Tears Back,5
Where is the wonder where's the awe,Imaginaerum,2011,I Want My Tears Back,5
Where are the sleepless nights I used to live for,Imaginaerum,2011,I Want My Tears Back,5
Before the years take me,Imaginaerum,2011,I Want My Tears Back,5
I wish to see,Imaginaerum,2011,I Want My Tears Back,5
The lost in me,Imaginaerum,2011,I Want My Tears Back,5
Where is the wonder where's the awe,Imaginaerum,2011,I Want My Tears Back,5
Where are the sleepless nights I used to live for,Imaginaerum,2011,I Want My Tears Back,5
Before the years take me,Imaginaerum,2011,I Want My Tears Back,5
I wish to see,Imaginaerum,2011,I Want My Tears Back,5
The lost in me,Imaginaerum,2011,I Want My Tears Back,5
I want my tears back,Imaginaerum,2011,I Want My Tears Back,5
I want my tears back now,Imaginaerum,2011,I Want My Tears Back,5
Where is the wonder where's the awe,Imaginaerum,2011,I Want My Tears Back,5
Where are the sleepless nights I used to live for,Imaginaerum,2011,I Want My Tears Back,5
Before the years take me,Imaginaerum,2011,I Want My Tears Back,5
I wish to see,Imaginaerum,2011,I Want My Tears Back,5
The lost in me,Imaginaerum,2011,I Want My Tears Back,5
Where is the wonder where's the awe,Imaginaerum,2011,I Want My Tears Back,5
